drugbank_curie,label,unii,ncit,ncit_label,biolink_type,future_biolink_type,signal
DRUGBANK:DB00638,Inulin,UNII:JOS53KRJ01,NCIT:C61506,Inulin,biolink:Food,,ncit-food
DRUGBANK:DB00965,Ethiodized oil,UNII:KZW0R0686Q,NCIT:C487,Ethiodized Oil,biolink:Food,,botanical-flag
DRUGBANK:DB01323,St. John's Wort,UNII:UFH8805FKA,NCIT:C2589,St. John's Wort,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB01363,Ephedra sinica root,UNII:D0P20CT40D,,,biolink:Food,,botanical-flag
DRUGBANK:DB01381,Ginkgo biloba,UNII:19FUJ2C58T,NCIT:C29072,Ginkgo,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB01404,Ginseng,UNII:CUQ3A77YXI,NCIT:C69298,Asian Ginseng,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB05051,BZL101,UNII:J52LXC6DTW,NCIT:C69134,Apoptosis Inducer BZL101,biolink:Food,,botanical-flag
DRUGBANK:DB09341,"Dextrose, unspecified form",UNII:IY9XDZ35W2,NCIT:C2831,Glucose,biolink:Food,,ncit-food
DRUGBANK:DB09344,Invert sugar,UNII:ED959S6ACY,NCIT:C73853,Invert Sugar,biolink:Food,,ncit-food
DRUGBANK:DB09363,Rauwolfia serpentina root,UNII:H192N84N1G,,,biolink:Food,,botanical-flag
DRUGBANK:DB09422,Soybean oil,UNII:241ATL177A,NCIT:C838,Soybean Oil,biolink:Food,,ncit-food
DRUGBANK:DB09446,Safflower oil,UNII:65UEH262IS,NCIT:C820,Safflower Oil,biolink:Food,,ncit-food
DRUGBANK:DB09567,Olive oil,UNII:6UYK2W1W1E,NCIT:C1175,Olive Oil,biolink:Food,,ncit-food
DRUGBANK:DB10344,Ginger,UNII:C5529G5JPQ,NCIT:C66725,Ginger,biolink:Food,,ncit-food
DRUGBANK:DB10346,Acacia longifolia pollen,UNII:24SO2J296O,NCIT:C85201,Acacia longifolia Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10348,Fraxinus americana pollen,UNII:G684LX721Q,NCIT:C85167,Fraxinus americana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10349,Paspalum notatum pollen,UNII:V003SHB7VK,NCIT:C85293,Paspalum notatum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10350,Fagus grandifolia pollen,UNII:34X886W1H4,NCIT:C85165,Fagus grandifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10351,Cynodon dactylon pollen,UNII:175F461W10,NCIT:C85157,Cynodon dactylon Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10352,Betula lenta pollen,UNII:JQ5HI5004M,NCIT:C85131,Betula lenta Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10353,Poa annua pollen,UNII:7U437HHU5C,NCIT:C85319,Poa annua Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10354,Acer negundo pollen,UNII:P6K070AR8V,NCIT:C80312,Acer negundo Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10355,Bromus inermis pollen,UNII:766QT72BK6,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10356,Xanthium strumarium pollen,UNII:2QOF601J1M,NCIT:C85388,Xanthium strumarium Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10357,Zea mays pollen,UNII:74PD8J616H,NCIT:C85205,Zea mays Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10359,Rumex acetosella pollen,UNII:N52MIQ81ZW,NCIT:C85352,Rumex acetosella Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10360,Rumex crispus pollen,UNII:V825XJG64G,NCIT:C85354,Rumex crispus Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10361,Ulmus americana pollen,UNII:89BAT511BD,NCIT:C85382,Ulmus americana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10362,Ulmus pumila pollen,UNII:030R993R8E,NCIT:C85385,Ulmus pumila Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10363,Corylus americana pollen,UNII:ZGS382Y3AV,NCIT:C85156,Corylus americana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10364,Carya ovata pollen,UNII:54UN9R2798,NCIT:C85148,Carya ovata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10365,Sorghum halepense pollen,UNII:577VA5B4HP,NCIT:C85370,Sorghum halepense Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10366,Poa pratensis pollen,UNII:SCB8J7LS3T,NCIT:C85321,Poa pratensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10368,Chenopodium album pollen,UNII:098LKX5NCN,NCIT:C85152,Chenopodium album Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10369,Acer saccharum pollen,UNII:V38QUQ7861,NCIT:C80315,Acer saccharum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10370,Festuca pratensis pollen,UNII:A0WFQ8P6N1,NCIT:C85166,Festuca pratensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10371,Prosopis juliflora pollen,UNII:6EIJ3D04MR,NCIT:C85332,Prosopis juliflora Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10372,Artemisia vulgaris pollen,UNII:ANT994T71D,NCIT:C85120,Artemisia vulgaris Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10373,Morus rubra pollen,UNII:9LYI4RTZ52,NCIT:C85291,Morus rubra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10374,Quercus agrifolia pollen,UNII:VOT5MA71M7,NCIT:C85334,Quercus agrifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10375,Quercus virginiana pollen,UNII:8KDG09A4GO,NCIT:C85348,Quercus virginiana Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10376,Quercus alba pollen,UNII:Z4Y9ZSV4KK,NCIT:C85335,Quercus alba Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10377,Avena sativa pollen,UNII:A7IKY24TR7,NCIT:C85126,Avena sativa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10378,Olea europaea pollen,UNII:43R41XZ627,NCIT:C80320,Olea europaea Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10379,Dactylis glomerata pollen,UNII:83N78IDA7P,NCIT:C85158,Dactylis glomerata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10380,Carya illinoinensis pollen,UNII:PYO4JR720Y,NCIT:C85146,Carya illinoinensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10381,Amaranthus retroflexus pollen,UNII:73B14PX5FW,NCIT:C85098,Amaranthus retroflexus Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10382,Plantago lanceolata pollen,UNII:DO87T1U2CI,NCIT:C85314,Plantago lanceolata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10383,Populus alba pollen,UNII:VU8C8SB23P,NCIT:C85323,Populus alba Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10384,Ambrosia acanthicarpa pollen,UNII:U2AI3H2J5Y,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10385,Ambrosia artemisiifolia pollen,UNII:9W34L2CQ9A,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10386,Ambrosia trifida pollen,UNII:KU1V1898XX,NCIT:C85110,Ambrosia trifida Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10387,Ambrosia psilostachya pollen,UNII:RX18M46K8L,NCIT:C85108,Ambrosia psilostachya Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10388,Salsola kali pollen,UNII:2MH135KC6G,NCIT:C85361,Salsola kali Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10389,Lolium perenne pollen,UNII:4T81LB52R0,NCIT:C85282,Lolium perenne Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10390,Artemisia tridentata pollen,UNII:YI19RB8YFD,NCIT:C85119,Artemisia tridentata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10391,Atriplex wrightii pollen,UNII:YB1308W43O,NCIT:C85125,Atriplex wrightii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10392,Platanus occidentalis pollen,UNII:E03U1K03LK,NCIT:C85317,Platanus occidentalis Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10393,Platanus racemosa pollen,UNII:BWC8DYU8OS,NCIT:C85318,Platanus racemosa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10394,Phleum pratense pollen,UNII:0P46LFE4VC,NCIT:C72397,Phleum pratense,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10395,Holcus lanatus pollen,UNII:70O1TP6H01,NCIT:C85209,Holcus lanatus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10396,Juglans nigra pollen,UNII:1BV28146ZR,NCIT:C85264,Juglans nigra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10397,Juglans californica pollen,UNII:2147EPR64I,NCIT:C85263,Juglans californica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10398,Salix nigra pollen,UNII:6M2JIH93ZN,NCIT:C85360,Salix nigra Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10403,Agrostis gigantea pollen,UNII:HU8V6E7HOA,NCIT:C85089,Agrostis gigantea Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10404,Anthoxanthum odoratum pollen,UNII:2KIK19R45Y,NCIT:C85111,Anthoxanthum odoratum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10408,Cotton seed,UNII:DI0ZRJ0MXN,NCIT:C73881,Cotton Seed,biolink:Food,,ncit-food
DRUGBANK:DB10411,Ceiba pentandra fiber,UNII:758Z9H9WV9,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10413,Orris,UNII:8N6VTJ9IWV,,,biolink:Food,,botanical-flag
DRUGBANK:DB10451,Acacia,UNII:5C5403N26O,NCIT:C80123,Acacia,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10452,Ailanthus altissima pollen,UNII:2A64U81OQ3,NCIT:C85091,Ailanthus altissima Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10453,Alnus incana subsp. rugosa pollen,UNII:605T96G8Y5,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10454,Medicago sativa pollen,UNII:G515RAI9FY,NCIT:C85285,Medicago sativa Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10455,Fraxinus velutina pollen,UNII:LJT6I6Z8FD,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10456,Populus tremuloides pollen,UNII:928OC2TJDA,NCIT:C85330,Populus tremuloides Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10457,Morella cerifera pollen,UNII:LC8MEV9S89,NCIT:C85289,Morella cerifera Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10458,Betula nigra pollen,UNII:93963RFO1P,NCIT:C85132,Betula nigra Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10459,Amaranthus palmeri pollen,UNII:1GH3WV23KH,NCIT:C85097,Amaranthus palmeri Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10460,Juniperus ashei pollen,UNII:544F8MEY0Y,NCIT:C85266,Juniperus ashei Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10461,Juniperus virginiana pollen,UNII:PY0JA16R2G,NCIT:C85273,Juniperus virginiana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10462,Xanthium strumarium var. canadense pollen,UNII:0ZK6G3W3BI,NCIT:C85389,Xanthium strumarium var. canadense Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10463,Populus deltoides pollen,UNII:476DVV63WP,NCIT:C85325,Populus deltoides Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10464,Populus fremontii pollen,UNII:426RHB4302,NCIT:C85328,Populus fremontii Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10466,Cupressus arizonica pollen,UNII:232DMH0XVF,,,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10467,Taxodium distichum pollen,UNII:O12H03B41R,NCIT:C85375,Taxodium distichum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10468,Eupatorium capillifolium pollen,UNII:B67NF86HF0,NCIT:C85164,Eupatorium capillifolium Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10469,Ulmus crassifolia pollen,UNII:G82398SD3I,NCIT:C85383,Ulmus crassifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10470,Eucalyptus globulus pollen,UNII:7XW7TB10X9,NCIT:C85163,Eucalyptus globulus Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10471,Solidago canadensis pollen,UNII:644CZ16IR5,NCIT:C85366,Solidago canadensis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10472,Celtis occidentalis pollen,UNII:68R9X9Y96X,NCIT:C85150,Celtis occidentalis Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10473,Juniperus californica pollen,UNII:0H1V4V5V9L,NCIT:C85267,Juniperus californica Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10474,Robinia pseudoacacia pollen,UNII:8003NOJ82F,NCIT:C85351,Robinia pseudoacacia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10475,Acer rubrum pollen,UNII:700NK45C76,NCIT:C80313,Acer rubrum Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10478,Melaleuca quinquenervia pollen,UNII:NX974IRT8E,NCIT:C85286,Melaleuca quinquenervia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10479,Chenopodium ambrosioides pollen,UNII:WIB701MW2H,NCIT:C85153,Chenopodium ambrosioides Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10480,Morus alba pollen,UNII:3I9T68187H,NCIT:C85290,Morus alba Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10481,Quercus rubra pollen,UNII:SVW19ET93C,NCIT:C85345,Quercus rubra Pollen,biolink:Food,,botanical-flag
DRUGBANK:DB10482,Syagrus romanzoffiana pollen,UNII:84ZOM591BB,NCIT:C85372,Syagrus romanzoffiana Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10483,Schinus molle pollen,UNII:M0G28FH9K1,NCIT:C85364,Schinus molle Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10484,Amaranthus spinosus pollen,UNII:380W4HYR6N,NCIT:C85099,Amaranthus spinosus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10485,Casuarina equisetifolia pollen,UNII:OZJ4OE173N,NCIT:C85149,Casuarina equisetifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10486,Pinus strobus pollen,UNII:TX1ER5UV3T,NCIT:C85309,Pinus strobus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10487,Pinus echinata pollen,UNII:96LRW14765,NCIT:C85301,Pinus echinata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10488,Ligustrum vulgare pollen,UNII:Y3FRX92Z0E,NCIT:C85280,Ligustrum vulgare Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10489,Elymus repens pollen,UNII:ON2T85TA2O,NCIT:C85162,Elymus repens Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10490,Ambrosia tenuifolia pollen,UNII:57W5SO585B,NCIT:C85109,Ambrosia tenuifolia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10491,Ambrosia bidentata pollen,UNII:M3S672G75O,NCIT:C85103,Ambrosia bidentata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10493,Artemisia frigida pollen,UNII:5AN5LR8L3F,NCIT:C85117,Artemisia frigida Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10494,Distichlis spicata pollen,UNII:GOA51670YV,NCIT:C85160,Distichlis spicata Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10495,Liquidambar styraciflua pollen,UNII:5Q246DS5BS,NCIT:C85281,Liquidambar styraciflua Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10496,Juglans regia pollen,UNII:ARW43087I1,NCIT:C85265,Juglans regia Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10497,Amaranthus tuberculatus pollen,UNII:92N6W6KO2G,NCIT:C85100,Amaranthus tuberculatus Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10498,Triticum aestivum pollen,UNII:F1KAH8374D,NCIT:C85380,Triticum aestivum Pollen,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10500,Almond,UNII:3Z252A2K9G,NCIT:C74458,Almond,biolink:Food,,ncit-food
DRUGBANK:DB10501,Apple,UNII:B423VGH5S9,NCIT:C71985,Apple,biolink:Food,,ncit-food
DRUGBANK:DB10502,Apricot,UNII:269CJD5GZ9,NCIT:C71986,Apricot,biolink:Food,,ncit-food
DRUGBANK:DB10503,Asparagus,UNII:Z1EJP3037Z,NCIT:C71987,Asparagus,biolink:Food,,ncit-food
DRUGBANK:DB10504,Avocado,UNII:6VNO72PFC1,NCIT:C107267,Avocado Oil,biolink:Food,,botanical-flag
DRUGBANK:DB10505,Banana,UNII:4AJZ4765R9,NCIT:C71989,Banana,biolink:Food,,ncit-food
DRUGBANK:DB10506,Barley,UNII:5PWM7YLI7R,NCIT:C73935,Barley,biolink:Food,,ncit-food
DRUGBANK:DB10508,String bean,UNII:N9D69B2Q7Y,NCIT:C71951,String Bean,biolink:Food,,ncit-food
DRUGBANK:DB10509,Beef,UNII:4PIB2155QP,NCIT:C71932,Beef,biolink:Food,,ncit-food
DRUGBANK:DB10510,Brazil nut,UNII:XKR79OET1K,NCIT:C72048,Brazil Nut,biolink:Food,,ncit-food
DRUGBANK:DB10511,Broccoli,UNII:UOI4FT57BZ,NCIT:C71997,Broccoli,biolink:Food,,ncit-food
DRUGBANK:DB10512,Buckwheat,UNII:N0Y68724R3,NCIT:C73936,Buckwheat,biolink:Food,,ncit-food
DRUGBANK:DB10513,Cabbage,UNII:GW0W1Y9I97,NCIT:C71999,Cabbage,biolink:Food,,ncit-food
DRUGBANK:DB10514,Cantaloupe,UNII:8QF5D5H6UH,NCIT:C72057,Cantaloupe,biolink:Food,,ncit-food
DRUGBANK:DB10515,Carrot,UNII:L56Z1JK48B,NCIT:C72000,Carrot,biolink:Food,,ncit-food
DRUGBANK:DB10517,Celery,UNII:44IDY6DTKX,NCIT:C71994,Celery,biolink:Food,,ncit-food
DRUGBANK:DB10518,Cherry,UNII:BUC5I9595W,NCIT:C65311,Cherry,biolink:Food,,ncit-food
DRUGBANK:DB10520,Cinnamon,UNII:5S29HWU6QB,NCIT:C65331,Cinnamon,biolink:Food,,botanical-flag
DRUGBANK:DB10523,Coconut,UNII:3RT3536DHY,NCIT:C71966,Coconut,biolink:Food,,ncit-food
DRUGBANK:DB10525,Coffee bean,UNII:JFH385Y744,NCIT:C73875,Coffee Bean,biolink:Food,,ncit-food
DRUGBANK:DB10527,Cucumber,UNII:YY7C30VXJT,NCIT:C71968,Cucumber,biolink:Food,,ncit-food
DRUGBANK:DB10528,Egg white,UNII:3E0I92Z2GR,NCIT:C71956,Egg White,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10529,Egg,UNII:291P45F896,NCIT:C72064,"Egg, Poultry",biolink:Food,,ncit-food
DRUGBANK:DB10530,Egg yolk,UNII:4IPS17B70T,NCIT:C71955,Egg Yolk,biolink:Food,,ncit-food
DRUGBANK:DB10532,Garlic,UNII:V1V998DC17,NCIT:C38706,Garlic,biolink:Food,,botanical-flag
DRUGBANK:DB10533,Grape,UNII:6X543N684K,NCIT:C71982,Grape,biolink:Food,,ncit-food
DRUGBANK:DB10534,Grapefruit,UNII:O82C39RR8C,NCIT:C71974,Grapefruit,biolink:Food,,ncit-food
DRUGBANK:DB10535,Karaya gum,UNII:73W9IQY50Q,NCIT:C83852,Karaya Gum,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10536,Honeydew melon,UNII:RN8P45F92A,NCIT:C71979,Honeydew Melon,biolink:Food,,ncit-food
DRUGBANK:DB10537,Lamb,UNII:FOF26T73HA,NCIT:C71638,Lamb,biolink:Food,,ncit-food
DRUGBANK:DB10538,Lemon,UNII:24RS0A988O,NCIT:C72005,Lemon,biolink:Food,,ncit-food
DRUGBANK:DB10539,Lettuce,UNII:5PO6NN3RRJ,NCIT:C72028,Lettuce,biolink:Food,,ncit-food
DRUGBANK:DB10540,Lima bean,UNII:112YH1ZMX2,NCIT:C71950,Lima Bean,biolink:Food,,ncit-food
DRUGBANK:DB10542,Goat milk,UNII:XE5K5I4RP7,NCIT:C72806,Goat Milk,biolink:Food,,ncit-food
DRUGBANK:DB10543,Cow milk,UNII:917J3173FT,NCIT:C66153,Cow Milk,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10545,Mustard seed,UNII:58RXI817UT,NCIT:C73907,Mustard Seed,biolink:Food,,ncit-food
DRUGBANK:DB10546,Oat,UNII:Z6J799EAJK,NCIT:C101357,Oat,biolink:Food,,ncit-food
DRUGBANK:DB10547,Black olive,UNII:2M6QWV94OC,NCIT:C71983,Black Olive,biolink:Food,,ncit-food
DRUGBANK:DB10548,Onion,UNII:492225Q21H,NCIT:C72035,Onion,biolink:Food,,ncit-food
DRUGBANK:DB10549,Orange,UNII:5EVU04N5QU,NCIT:C65208,Orange,biolink:Food,,ncit-food
DRUGBANK:DB10550,Oyster,UNII:0I77C68AWS,NCIT:C85050,Eastern Oyster,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10551,Pea,UNII:W4X7H8GYFM,NCIT:C72056,Pea,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10552,Peach,UNII:3OKE88I3QG,NCIT:C72027,Peach,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10553,Peanut,UNII:QE1QX6B99R,NCIT:C72071,Peanut,biolink:Food,,ncit-food
DRUGBANK:DB10554,Pear,UNII:2ZN8DWC0YF,NCIT:C72039,Pear,biolink:Food,,ncit-food
DRUGBANK:DB10555,Pecan,UNII:F14P91GB5F,NCIT:C72051,Pecan,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10556,Green bell pepper,UNII:4J4DOU3HEK,NCIT:C71964,Green Bell Pepper,biolink:Food,,ncit-food
DRUGBANK:DB10557,Black pepper,UNII:KM66971LVF,NCIT:C72040,Piper nigrum L. Fruit Extract,biolink:Food,,botanical-flag
DRUGBANK:DB10558,Pineapple,UNII:2A88ZO081O,NCIT:C66390,Pineapple,biolink:Food,,ncit-food
DRUGBANK:DB10559,Pistachio,UNII:6815CPT6ZJ,NCIT:C72053,Pistachio,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10560,Plum,UNII:67M3EQ6BE1,NCIT:C72044,Plum,biolink:Food,,ncit-food
DRUGBANK:DB10561,Pork,UNII:O138UB266J,NCIT:C71958,Pork,biolink:Food,,ncit-food
DRUGBANK:DB10562,Potato,UNII:CFE1S8DYWD,NCIT:C72045,Potato,biolink:Food,,ncit-food
DRUGBANK:DB10563,Rice,UNII:659G217HPG,NCIT:C73972,Brown Rice,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10564,Rye,UNII:0R4AQI398X,NCIT:C85249,Rye,biolink:Food,,ncit-food
DRUGBANK:DB10566,Sesame seed,UNII:7Y1255HVXR,NCIT:C71942,Sesame Seed,biolink:Food,,ncit-food
DRUGBANK:DB10567,Shrimp,UNII:1891LE191T,NCIT:C71914,Shrimp,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10568,Soybean,UNII:L7HT8F1ZOD,NCIT:C72010,Soybean,biolink:Food,,ncit-food
DRUGBANK:DB10569,Spinach,UNII:6WO75C6WVB,NCIT:C72012,Spinach,biolink:Food,,ncit-food
DRUGBANK:DB10570,Squash,UNII:9961HBA483,NCIT:C72013,Squash,biolink:Food,,ncit-food
DRUGBANK:DB10571,Strawberry,UNII:4J2TY8Y81V,NCIT:C66565,Strawberry,biolink:Food,,ncit-food
DRUGBANK:DB10572,Corn,UNII:0N8672707O,NCIT:C72066,Corn,biolink:Food,,ncit-food
DRUGBANK:DB10573,Tomato,UNII:Z4KHF2C175,NCIT:C72019,Tomato,biolink:Food,,ncit-food
DRUGBANK:DB10574,Tuna,UNII:V2T3IHT3E2,NCIT:C71908,Tuna,biolink:ComplexMolecularMixture,biolink:ProcessedMaterial,extract
DRUGBANK:DB10575,Turkey,UNII:8E9NT44R8I,NCIT:C73855,"Turkey, Poultry",biolink:Food,,ncit-food
