target,target_prefix,doid_subject_count,doid_subjects
NCIT:C27871,NCIT,2,DOID:0111962|DOID:628
NCIT:C2970,NCIT,2,DOID:0080202|DOID:4866
NCIT:C3307,NCIT,2,DOID:10175|DOID:146
NCIT:C34418,NCIT,2,DOID:0070313|DOID:13725
NCIT:C35111,NCIT,2,DOID:11406|DOID:12574
NCIT:C35505,NCIT,2,DOID:0061139|DOID:3393
NCIT:C35806,NCIT,2,DOID:2797|DOID:2800
NCIT:C37262,NCIT,2,DOID:0060192|DOID:8778
NCIT:C3771,NCIT,2,DOID:0050938|DOID:3457
NCIT:C39750,NCIT,2,DOID:0080878|DOID:3068
NCIT:C4924,NCIT,2,DOID:0111866|DOID:2960
NCIT:C4978,NCIT,2,DOID:5672|DOID:9256
NCIT:C6971,NCIT,2,DOID:0080843|DOID:3565
NCIT:C75008,NCIT,2,DOID:0110948|DOID:9258
NCIT:C75467,NCIT,2,DOID:10595|DOID:2477
NCIT:C7644,NCIT,2,DOID:2775|DOID:2776
NCIT:C84562,NCIT,2,DOID:0111664|DOID:14793
NCIT:C84630,NCIT,2,DOID:0070648|DOID:1856
NCIT:C84636,NCIT,2,DOID:2536|DOID:5213
NCIT:C84648,NCIT,2,DOID:14717|DOID:422
NCIT:C84741,NCIT,2,DOID:0111044|DOID:0111049
NCIT:C84913,NCIT,2,DOID:0050759|DOID:450
NCIT:C8985,NCIT,2,DOID:5477|DOID:5482
NCIT:C9128,NCIT,2,DOID:0081088|DOID:8552
NCIT:C9309,NCIT,2,DOID:4440|DOID:5842
NCIT:C9357,NCIT,2,DOID:8567|DOID:8642
NCIT:C98997,NCIT,2,DOID:0060321|DOID:0060327
ORDO:103908,ORDO,2,DOID:0060777|DOID:0060781
ORDO:1147,ORDO,2,DOID:0050646|DOID:0111599
ORDO:1369,ORDO,2,DOID:0080132|DOID:0080335
ORDO:140957,ORDO,2,DOID:0060691|DOID:0090102
ORDO:171709,ORDO,2,DOID:0111156|DOID:0112312
ORDO:1826,ORDO,2,DOID:0111785|DOID:0111788
ORDO:1949,ORDO,2,DOID:14264|DOID:14777
ORDO:2134,ORDO,2,DOID:0080301|DOID:12554
ORDO:217569,ORDO,2,DOID:0080326|DOID:11984
ORDO:221061,ORDO,2,DOID:0060670|DOID:0060671
ORDO:2238,ORDO,2,DOID:0111387|DOID:11199
ORDO:231183,ORDO,2,DOID:0110828|DOID:0110829
ORDO:256,ORDO,2,DOID:0060730|DOID:0090058
ORDO:2593,ORDO,2,DOID:0080089|DOID:0080686
ORDO:2828,ORDO,2,DOID:0060894|DOID:14330
ORDO:289157,ORDO,2,DOID:0080886|DOID:0080887
ORDO:298,ORDO,2,DOID:0080119|DOID:0080123
ORDO:30925,ORDO,2,DOID:0081059|DOID:12388
ORDO:323,ORDO,2,DOID:0060821|DOID:14711
ORDO:34527,ORDO,2,DOID:0060882|DOID:0060884
ORDO:401849,ORDO,2,DOID:0070642|DOID:0110817
ORDO:425,ORDO,2,DOID:0080957|DOID:0080958
ORDO:478,ORDO,2,DOID:0090070|DOID:3614
ORDO:59135,ORDO,2,DOID:0070197|DOID:11720
ORDO:596,ORDO,2,DOID:0111225|DOID:14717
ORDO:602,ORDO,2,DOID:0080718|DOID:0081363
ORDO:75376,ORDO,2,DOID:0060745|DOID:0060746
ORDO:75392,ORDO,2,DOID:0080986|DOID:0080987
ORDO:756,ORDO,2,DOID:0060854|DOID:0060855
ORDO:77258,ORDO,2,DOID:0080376|DOID:14743
ORDO:776,ORDO,2,DOID:0060821|DOID:0080985
ORDO:79452,ORDO,2,DOID:0050580|DOID:0070212
ORDO:862,ORDO,2,DOID:4890|DOID:4990
ORDO:88661,ORDO,2,DOID:0060945|DOID:2187
ORDO:88919,ORDO,2,DOID:0051080|DOID:0110033
ORDO:90636,ORDO,2,DOID:0050565|DOID:0110489
ORDO:93160,ORDO,2,DOID:0080884|DOID:0080885
ORDO:95433,ORDO,2,DOID:0080786|DOID:0081433
ORDO:97360,ORDO,2,DOID:0060254|DOID:0060767
ORDO:98809,ORDO,2,DOID:0090053|DOID:0090054
ORDO:98810,ORDO,2,DOID:0090047|DOID:0090049
ORDO:98819,ORDO,2,DOID:0060753|DOID:0060755
ORDO:99772,ORDO,2,DOID:0110214|DOID:674
ORDO:99843,ORDO,2,DOID:0070255|DOID:0080492
SNOMEDCT_US_2025_09_01:1010606009,SNOMEDCT_US_2025_09_01,2,DOID:0110948|DOID:9258
SNOMEDCT_US_2025_09_01:1010610007,SNOMEDCT_US_2025_09_01,2,DOID:0050439|DOID:0110829
SNOMEDCT_US_2025_09_01:10705005,SNOMEDCT_US_2025_09_01,2,DOID:2700|DOID:6468
SNOMEDCT_US_2025_09_01:111468003,SNOMEDCT_US_2025_09_01,2,DOID:1098|DOID:11244
SNOMEDCT_US_2025_09_01:118599009,SNOMEDCT_US_2025_09_01,2,DOID:8567|DOID:8642
SNOMEDCT_US_2025_09_01:1197745002,SNOMEDCT_US_2025_09_01,2,DOID:0050440|DOID:0070204
SNOMEDCT_US_2025_09_01:1204415006,SNOMEDCT_US_2025_09_01,2,DOID:0080786|DOID:0081433
SNOMEDCT_US_2025_09_01:128209004,SNOMEDCT_US_2025_09_01,2,DOID:2536|DOID:5213
SNOMEDCT_US_2025_09_01:129459004,SNOMEDCT_US_2025_09_01,2,DOID:2797|DOID:2800
SNOMEDCT_US_2025_09_01:154268000,SNOMEDCT_US_2025_09_01,2,DOID:12384|DOID:13250
SNOMEDCT_US_2025_09_01:154391003,SNOMEDCT_US_2025_09_01,2,DOID:13778|DOID:2297
SNOMEDCT_US_2025_09_01:154625006,SNOMEDCT_US_2025_09_01,2,DOID:1475|DOID:255
SNOMEDCT_US_2025_09_01:154655004,SNOMEDCT_US_2025_09_01,2,DOID:12361|DOID:7997
SNOMEDCT_US_2025_09_01:154730001,SNOMEDCT_US_2025_09_01,2,DOID:12328|DOID:13579
SNOMEDCT_US_2025_09_01:154752005,SNOMEDCT_US_2025_09_01,2,DOID:12678|DOID:12679
SNOMEDCT_US_2025_09_01:154801000,SNOMEDCT_US_2025_09_01,2,DOID:13628|DOID:2373
SNOMEDCT_US_2025_09_01:155024003,SNOMEDCT_US_2025_09_01,2,DOID:10969|DOID:1969
SNOMEDCT_US_2025_09_01:155095006,SNOMEDCT_US_2025_09_01,2,DOID:11723|DOID:9884
SNOMEDCT_US_2025_09_01:155096007,SNOMEDCT_US_2025_09_01,2,DOID:0050759|DOID:450
SNOMEDCT_US_2025_09_01:155244001,SNOMEDCT_US_2025_09_01,2,DOID:7439|DOID:869
SNOMEDCT_US_2025_09_01:155324005,SNOMEDCT_US_2025_09_01,2,DOID:8514|DOID:8517
SNOMEDCT_US_2025_09_01:155528009,SNOMEDCT_US_2025_09_01,2,DOID:10793|DOID:9312
SNOMEDCT_US_2025_09_01:155581001,SNOMEDCT_US_2025_09_01,2,DOID:14453|DOID:841
SNOMEDCT_US_2025_09_01:157033002,SNOMEDCT_US_2025_09_01,2,DOID:13515|DOID:758
SNOMEDCT_US_2025_09_01:16644004,SNOMEDCT_US_2025_09_01,2,DOID:12170|DOID:12171
SNOMEDCT_US_2025_09_01:1855002,SNOMEDCT_US_2025_09_01,2,DOID:1059|DOID:8927
SNOMEDCT_US_2025_09_01:186242002,SNOMEDCT_US_2025_09_01,2,DOID:0050166|DOID:2148
SNOMEDCT_US_2025_09_01:186298002,SNOMEDCT_US_2025_09_01,2,DOID:14239|DOID:2123
SNOMEDCT_US_2025_09_01:188083002,SNOMEDCT_US_2025_09_01,2,DOID:305|DOID:4840
SNOMEDCT_US_2025_09_01:189051001,SNOMEDCT_US_2025_09_01,2,DOID:2065|DOID:3178
SNOMEDCT_US_2025_09_01:189683008,SNOMEDCT_US_2025_09_01,2,DOID:6067|DOID:6214
SNOMEDCT_US_2025_09_01:190451000,SNOMEDCT_US_2025_09_01,2,DOID:13543|DOID:3341
SNOMEDCT_US_2025_09_01:190559001,SNOMEDCT_US_2025_09_01,2,DOID:3614|DOID:5003
SNOMEDCT_US_2025_09_01:190639009,SNOMEDCT_US_2025_09_01,2,DOID:10573|DOID:10609
SNOMEDCT_US_2025_09_01:190867002,SNOMEDCT_US_2025_09_01,2,DOID:4183|DOID:4184
SNOMEDCT_US_2025_09_01:190936000,SNOMEDCT_US_2025_09_01,2,DOID:12799|DOID:12801
SNOMEDCT_US_2025_09_01:193158000,SNOMEDCT_US_2025_09_01,2,DOID:0050539|DOID:10595
SNOMEDCT_US_2025_09_01:193388002,SNOMEDCT_US_2025_09_01,2,DOID:13214|DOID:7633
SNOMEDCT_US_2025_09_01:193687000,SNOMEDCT_US_2025_09_01,2,DOID:0050534|DOID:8498
SNOMEDCT_US_2025_09_01:193990009,SNOMEDCT_US_2025_09_01,2,DOID:9935|DOID:9937
SNOMEDCT_US_2025_09_01:194346003,SNOMEDCT_US_2025_09_01,2,DOID:9848|DOID:9849
SNOMEDCT_US_2025_09_01:194736003,SNOMEDCT_US_2025_09_01,2,DOID:11502|DOID:57
SNOMEDCT_US_2025_09_01:195181000,SNOMEDCT_US_2025_09_01,2,DOID:13001|DOID:3410
SNOMEDCT_US_2025_09_01:195196001,SNOMEDCT_US_2025_09_01,2,DOID:13003|DOID:224
SNOMEDCT_US_2025_09_01:195794009,SNOMEDCT_US_2025_09_01,2,DOID:0050145|DOID:10456
SNOMEDCT_US_2025_09_01:195823002,SNOMEDCT_US_2025_09_01,2,DOID:0050161|DOID:974
SNOMEDCT_US_2025_09_01:196598004,SNOMEDCT_US_2025_09_01,2,DOID:4072|DOID:76
SNOMEDCT_US_2025_09_01:197332007,SNOMEDCT_US_2025_09_01,2,DOID:12550|DOID:13413
SNOMEDCT_US_2025_09_01:197397004,SNOMEDCT_US_2025_09_01,2,DOID:10211|DOID:11755
SNOMEDCT_US_2025_09_01:19897006,SNOMEDCT_US_2025_09_01,2,DOID:3512|DOID:6344
SNOMEDCT_US_2025_09_01:201189007,SNOMEDCT_US_2025_09_01,2,DOID:11155|DOID:11156
SNOMEDCT_US_2025_09_01:204197004,SNOMEDCT_US_2025_09_01,2,DOID:0060260|DOID:0060261
SNOMEDCT_US_2025_09_01:20425006,SNOMEDCT_US_2025_09_01,2,DOID:2479|DOID:2952
SNOMEDCT_US_2025_09_01:234951001,SNOMEDCT_US_2025_09_01,2,DOID:0050591|DOID:13714
SNOMEDCT_US_2025_09_01:239007005,SNOMEDCT_US_2025_09_01,2,DOID:0111664|DOID:14793
SNOMEDCT_US_2025_09_01:239133004,SNOMEDCT_US_2025_09_01,2,DOID:0060256|DOID:0060258
SNOMEDCT_US_2025_09_01:2435008,SNOMEDCT_US_2025_09_01,2,DOID:3108|DOID:456
SNOMEDCT_US_2025_09_01:254582000,SNOMEDCT_US_2025_09_01,2,DOID:1993|DOID:1996
SNOMEDCT_US_2025_09_01:254708001,SNOMEDCT_US_2025_09_01,2,DOID:5667|DOID:7566
SNOMEDCT_US_2025_09_01:254719003,SNOMEDCT_US_2025_09_01,2,DOID:5442|DOID:5443
SNOMEDCT_US_2025_09_01:266205000,SNOMEDCT_US_2025_09_01,2,DOID:10113|DOID:11100
SNOMEDCT_US_2025_09_01:266213004,SNOMEDCT_US_2025_09_01,2,DOID:10371|DOID:13819
SNOMEDCT_US_2025_09_01:266225001,SNOMEDCT_US_2025_09_01,2,DOID:11080|DOID:9965
SNOMEDCT_US_2025_09_01:266648001,SNOMEDCT_US_2025_09_01,2,DOID:1003|DOID:10974
SNOMEDCT_US_2025_09_01:267491008,SNOMEDCT_US_2025_09_01,2,DOID:13725|DOID:8457
SNOMEDCT_US_2025_09_01:267693003,SNOMEDCT_US_2025_09_01,2,DOID:4873|DOID:767
SNOMEDCT_US_2025_09_01:267746003,SNOMEDCT_US_2025_09_01,2,DOID:11175|DOID:930
SNOMEDCT_US_2025_09_01:268308005,SNOMEDCT_US_2025_09_01,2,DOID:0060326|DOID:1088
SNOMEDCT_US_2025_09_01:269513004,SNOMEDCT_US_2025_09_01,2,DOID:162|DOID:305
SNOMEDCT_US_2025_09_01:269640007,SNOMEDCT_US_2025_09_01,2,DOID:1618|DOID:1625
SNOMEDCT_US_2025_09_01:269643009,SNOMEDCT_US_2025_09_01,2,DOID:12689|DOID:3565
SNOMEDCT_US_2025_09_01:270893004,SNOMEDCT_US_2025_09_01,2,DOID:10352|DOID:5998
SNOMEDCT_US_2025_09_01:286934009,SNOMEDCT_US_2025_09_01,2,DOID:2560|DOID:9975
SNOMEDCT_US_2025_09_01:29260007,SNOMEDCT_US_2025_09_01,2,DOID:0060025|DOID:11701
SNOMEDCT_US_2025_09_01:301990003,SNOMEDCT_US_2025_09_01,2,DOID:0050004|DOID:10400
SNOMEDCT_US_2025_09_01:359842002,SNOMEDCT_US_2025_09_01,2,DOID:1187|DOID:12529
SNOMEDCT_US_2025_09_01:40293003,SNOMEDCT_US_2025_09_01,2,DOID:2609|DOID:4993
SNOMEDCT_US_2025_09_01:4032000,SNOMEDCT_US_2025_09_01,2,DOID:0060643|DOID:14268
SNOMEDCT_US_2025_09_01:42215000,SNOMEDCT_US_2025_09_01,2,DOID:3722|DOID:9541
SNOMEDCT_US_2025_09_01:423488006,SNOMEDCT_US_2025_09_01,2,DOID:10175|DOID:146
SNOMEDCT_US_2025_09_01:443675005,SNOMEDCT_US_2025_09_01,2,DOID:4440|DOID:5842
SNOMEDCT_US_2025_09_01:45406000,SNOMEDCT_US_2025_09_01,2,DOID:13139|DOID:4776
SNOMEDCT_US_2025_09_01:47382004,SNOMEDCT_US_2025_09_01,2,DOID:0050133|DOID:1563
SNOMEDCT_US_2025_09_01:47839005,SNOMEDCT_US_2025_09_01,2,DOID:0050152|DOID:3240
SNOMEDCT_US_2025_09_01:4797003,SNOMEDCT_US_2025_09_01,2,DOID:3112|DOID:4465
SNOMEDCT_US_2025_09_01:49324006,SNOMEDCT_US_2025_09_01,2,DOID:0060321|DOID:0060327
SNOMEDCT_US_2025_09_01:51720005,SNOMEDCT_US_2025_09_01,2,DOID:0111044|DOID:0111049
SNOMEDCT_US_2025_09_01:52585001,SNOMEDCT_US_2025_09_01,2,DOID:11446|DOID:12528
SNOMEDCT_US_2025_09_01:52868006,SNOMEDCT_US_2025_09_01,2,DOID:0060316|DOID:4501
SNOMEDCT_US_2025_09_01:54711002,SNOMEDCT_US_2025_09_01,2,DOID:3086|DOID:5338
SNOMEDCT_US_2025_09_01:55802003,SNOMEDCT_US_2025_09_01,2,DOID:12168|DOID:4613
SNOMEDCT_US_2025_09_01:55937004,SNOMEDCT_US_2025_09_01,2,DOID:169|DOID:1800
SNOMEDCT_US_2025_09_01:56096001,SNOMEDCT_US_2025_09_01,2,DOID:11724|DOID:11727
SNOMEDCT_US_2025_09_01:56763007,SNOMEDCT_US_2025_09_01,2,DOID:2775|DOID:2776
SNOMEDCT_US_2025_09_01:58459009,SNOMEDCT_US_2025_09_01,2,DOID:14504|DOID:1927
SNOMEDCT_US_2025_09_01:5867007,SNOMEDCT_US_2025_09_01,2,DOID:0060321|DOID:0060327
SNOMEDCT_US_2025_09_01:60368009,SNOMEDCT_US_2025_09_01,2,DOID:13918|DOID:4737
SNOMEDCT_US_2025_09_01:6141006,SNOMEDCT_US_2025_09_01,2,DOID:10175|DOID:6929
SNOMEDCT_US_2025_09_01:64572001,SNOMEDCT_US_2025_09_01,2,DOID:225|DOID:4
SNOMEDCT_US_2025_09_01:66514008,SNOMEDCT_US_2025_09_01,2,DOID:11847|DOID:5844
SNOMEDCT_US_2025_09_01:703536004,SNOMEDCT_US_2025_09_01,2,DOID:0080315|DOID:0080316
SNOMEDCT_US_2025_09_01:715439000,SNOMEDCT_US_2025_09_01,2,DOID:0050440|DOID:0070202
SNOMEDCT_US_2025_09_01:725035001,SNOMEDCT_US_2025_09_01,2,DOID:0050440|DOID:0070207
SNOMEDCT_US_2025_09_01:73013002,SNOMEDCT_US_2025_09_01,2,DOID:3817|DOID:5656
SNOMEDCT_US_2025_09_01:73676002,SNOMEDCT_US_2025_09_01,2,DOID:171|DOID:3369
SNOMEDCT_US_2025_09_01:7620006,SNOMEDCT_US_2025_09_01,2,DOID:0060192|DOID:8778
SNOMEDCT_US_2025_09_01:766879006,SNOMEDCT_US_2025_09_01,2,DOID:0111935|DOID:0111973
SNOMEDCT_US_2025_09_01:78303004,SNOMEDCT_US_2025_09_01,2,DOID:7614|DOID:7689
SNOMEDCT_US_2025_09_01:82049002,SNOMEDCT_US_2025_09_01,2,DOID:2615|DOID:7532
SNOMEDCT_US_2025_09_01:8847002,SNOMEDCT_US_2025_09_01,2,DOID:1123|DOID:2247
SNOMEDCT_US_2025_09_01:90039006,SNOMEDCT_US_2025_09_01,2,DOID:13934|DOID:1756
SNOMEDCT_US_2025_09_01:92818009,SNOMEDCT_US_2025_09_01,2,DOID:0081088|DOID:8552
SNOMEDCT_US_2025_09_01:93810008,SNOMEDCT_US_2025_09_01,2,DOID:3121|DOID:4948
SNOMEDCT_US_2025_09_01:93854002,SNOMEDCT_US_2025_09_01,2,DOID:5672|DOID:9256
UMLS:C0013369,UMLS,2,DOID:12384|DOID:13250
UMLS:C0019829,UMLS,2,DOID:8567|DOID:8642
UMLS:C0029294,UMLS,2,DOID:0060316|DOID:4501
UMLS:C0029512,UMLS,2,DOID:0060186|DOID:0060187
UMLS:C0029581,UMLS,2,DOID:0050161|DOID:974
UMLS:C0029835,UMLS,2,DOID:14239|DOID:2123
UMLS:C0030353,UMLS,2,DOID:10175|DOID:146
UMLS:C0032290,UMLS,2,DOID:0050152|DOID:3240
UMLS:C0036631,UMLS,2,DOID:4440|DOID:5842
UMLS:C0085786,UMLS,2,DOID:2797|DOID:2800
UMLS:C0152828,UMLS,2,DOID:0050166|DOID:2148
UMLS:C0155671,UMLS,2,DOID:8514|DOID:8517
UMLS:C0156147,UMLS,2,DOID:0060192|DOID:8778
UMLS:C0162359,UMLS,2,DOID:0111664|DOID:14793
UMLS:C0162538,UMLS,2,DOID:0060025|DOID:11701
UMLS:C0242420,UMLS,2,DOID:10175|DOID:6929
UMLS:C0264774,UMLS,2,DOID:11502|DOID:57
UMLS:C0272302,UMLS,2,DOID:0111044|DOID:0111049
UMLS:C0334317,UMLS,2,DOID:5477|DOID:5482
UMLS:C0334556,UMLS,2,DOID:2775|DOID:2776
UMLS:C0346629,UMLS,2,DOID:5672|DOID:9256
UMLS:C0393819,UMLS,2,DOID:2536|DOID:5213
UMLS:C0399352,UMLS,2,DOID:0050591|DOID:13714
UMLS:C0406811,UMLS,2,DOID:0060256|DOID:0060258
UMLS:C0520482,UMLS,2,DOID:13918|DOID:4737
UMLS:C0553604,UMLS,2,DOID:0050759|DOID:450
UMLS:C0578661,UMLS,2,DOID:0050004|DOID:10400
UMLS:C0795690,UMLS,2,DOID:0060321|DOID:0060327
UMLS:C1306122,UMLS,2,DOID:0050534|DOID:8498
UMLS:C1306503,UMLS,2,DOID:0060321|DOID:0060327
UMLS:C1334698,UMLS,2,DOID:0080843|DOID:3565
UMLS:C1568248,UMLS,2,DOID:0110828|DOID:0110829
UMLS:C1720859,UMLS,2,DOID:0050440|DOID:0070207
UMLS:C1720860,UMLS,2,DOID:0050440|DOID:0070202
UMLS:C1720861,UMLS,2,DOID:0050440|DOID:0070204
UMLS:C1847800,UMLS,2,DOID:0110948|DOID:9258
UMLS:C1849094,UMLS,2,DOID:0080786|DOID:0081433
UMLS:C1858854,UMLS,2,DOID:0080315|DOID:0080316
