drugbank_curie,label,unii,unii_ncit,organism_flags,current_ncit_retype
DRUGBANK:DB10813,Phoma destructiva,UNII:A17SE577FM,,NCBI,
DRUGBANK:DB10814,Rhizopus stolonifer,UNII:FEE198DK4Q,,NCBI,
DRUGBANK:DB10815,Fraxinus pennsylvanica pollen,UNII:2WZG2G15WX,NCIT:C85169,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10816,Atriplex confertifolia pollen,UNII:GG8WX068MX,NCIT:C85122,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10817,Passalora fulva,UNII:HR6H5057CO,,NCBI,
DRUGBANK:DB10818,Cochliobolus spicifer,UNII:91M9RWP3TD,,NCBI,
DRUGBANK:DB10819,Myrothecium verrucaria,UNII:8Z8C642TPL,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB10820,Hypomyces perniciosus,UNII:6K41G30A6U,,NCBI,
DRUGBANK:DB10821,Neurospora crassa,UNII:1X92VM01YP,,NCBI,
DRUGBANK:DB10822,Paecilomyces variotii,UNII:KO7V58BY40,,NCBI,
DRUGBANK:DB10823,Microascus brevicaulis,UNII:DHI513VXU7,,NCBI,
DRUGBANK:DB10824,Colletotrichum coccodes,UNII:Y0M7LGE3Z8,,NCBI,
DRUGBANK:DB10825,Pleospora herbarum,UNII:0N3Z1P4B2W,,NCBI,
DRUGBANK:DB10826,Streptomyces griseus,UNII:G0O5980Z7W,NCIT:C86813,NCBI,
DRUGBANK:DB10827,Trichoderma viride,UNII:T8678F0P0Q,,NCBI,
DRUGBANK:DB10828,Trichophyton schoenleinii,UNII:Z4MD1809H1,,NCBI,
DRUGBANK:DB10829,Basil,UNII:2U0KZP0FDW,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10830,Mung bean,UNII:1LIB31N73G,NCIT:C28261,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10831,Betula papyrifera pollen,UNII:3538FNV8AY,NCIT:C85134,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10832,Betula occidentalis pollen,UNII:R889N2L976,NCIT:C85133,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10833,Betula alleghaniensis pollen,UNII:3R393IX840,NCIT:C85130,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10834,Ustilago cynodontis,UNII:0V3J4YEX2W,NCIT:C87522,NCBI,
DRUGBANK:DB10835,Ustilago nuda hordei,UNII:9Y53ZS6I82,NCIT:C87524,NCBI,
DRUGBANK:DB10836,Bromus secalinus pollen,UNII:Q4T1SJ3046,NCIT:C85139,NCBI|PLANTS|GRIN,
DRUGBANK:DB10837,Beta vulgaris pollen,UNII:W7NU4B5CIY,NCIT:C85129,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10838,Chenopodium botrys pollen,UNII:IVU789297D,NCIT:C85154,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10839,Mycocladus corymbiferus,UNII:1M4E76V32I,,NCBI,
DRUGBANK:DB10841,Humicola grisea,UNII:RZ55S3AQOJ,,NCBI,
DRUGBANK:DB10842,Microsporum audouinii,UNII:B7B86Y84R8,,NCBI,
DRUGBANK:DB10843,Microsporum canis,UNII:N4F4RQ7BY7,,NCBI,
DRUGBANK:DB10844,Apiospora montagnei,UNII:49VI1ZSO06,,NCBI,
DRUGBANK:DB10845,Phycomyces blakesleeanus,UNII:41Y752Y34M,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB10846,Sporotrichum pruinosum,UNII:H20KU95UBG,NCIT:C87519,NCBI,
DRUGBANK:DB10847,Stachybotrys chartarum,UNII:HJ4L70T1ZP,,NCBI,
DRUGBANK:DB10848,Syncephalastrum racemosum,UNII:2VWV12V9WR,,NCBI,
DRUGBANK:DB10850,Verticillium albo-atrum,UNII:X92O101CS2,,NCBI,
DRUGBANK:DB10851,White catfish,UNII:UVP9UR815M,,NCBI,
DRUGBANK:DB10852,Carob,UNII:5MG5Z946UO,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10853,Sweet cherry,UNII:93T4562ZI3,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10855,Opilio crab,UNII:PQD7ZSO3DU,,NCBI,
DRUGBANK:DB10856,Bos taurus hair,UNII:TOQ97Z8644,,NCBI,
DRUGBANK:DB10857,Serinus canaria feather,UNII:9EL3384IQY,,NCBI,
DRUGBANK:DB10858,Melilotus albus pollen,UNII:9L67M8B78R,NCIT:C85287,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10859,Melilotus officinalis pollen,UNII:UVC3Z60VTX,NCIT:C85288,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10860,Typha latifolia pollen,UNII:341PDX5PLM,NCIT:C85381,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10861,Atlantic cod,UNII:RPX7J99EXW,,NCBI,
DRUGBANK:DB10862,Red currant,UNII:Q5YG47WU3D,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10864,Cumin,UNII:AG9BNA51DQ,NCIT:C74527,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10865,Cladosporium herbarum,UNII:O64JF11198,,NCBI,
DRUGBANK:DB10866,Acheta domesticus,UNII:P9S201X6LH,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB10867,Canis lupus familiaris hair,UNII:05S7L91ZTR,,NCBI,
DRUGBANK:DB10868,Odocoileus virginianus hair,UNII:C27W02JU62,,NCBI,
DRUGBANK:DB10870,Epidermophyton floccosum,UNII:6JR6JTN25S,,NCBI,
DRUGBANK:DB10871,Ambrosia dumosa pollen,UNII:ZIO18VN6HJ,NCIT:C85107,PLANTS|GRIN,
DRUGBANK:DB10872,Ambrosia confertiflora pollen,UNII:63TBJ590BL,NCIT:C85105,PLANTS|GRIN,
DRUGBANK:DB10873,Sporisorium cruentum,UNII:GQM6LVU5V8,NCIT:C87518,NCBI,
DRUGBANK:DB10874,Goose,UNII:83DC4O5TD3,,NCBI,
DRUGBANK:DB10875,Concord grape,UNII:T3PW93IB4Q,NCIT:C72007,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10876,Capra hircus hair,UNII:16M9MK8C4W,,NCBI,
DRUGBANK:DB10877,Cavia porcellus hair,UNII:KBA5Y6X57N,,NCBI,
DRUGBANK:DB10879,Arrhenatherum elatius pollen,UNII:B55BD1QM4Q,NCIT:C85112,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10880,Equus caballus hair,UNII:4F35XG0149,,NCBI,
DRUGBANK:DB10881,Sus scrofa hair,UNII:7Q7T9Z7QUW,,NCBI,
DRUGBANK:DB10882,Carya cordiformis pollen,UNII:O99P60FU6G,NCIT:C85144,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10883,Carya glabra pollen,UNII:KPO1Z9N98A,NCIT:C85145,NCBI|PLANTS|GRIN,
DRUGBANK:DB10884,Millet seed,UNII:TJR6B3R47P,NCIT:C73905,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10885,Mustard greens,UNII:5M338IN22E,NCIT:C72031,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10886,Quercus muehlenbergii pollen,UNII:434DQ2U4JX,NCIT:C85342,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10887,Quercus palustris pollen,UNII:CU781COT7M,NCIT:C85344,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10888,Quercus stellata pollen,UNII:W34X0P8636,NCIT:C85346,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10889,Quercus garryana pollen,UNII:QQ00BED0DV,NCIT:C85338,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10890,Red bell pepper,UNII:E917XHH50V,NCIT:C72006,NCBI,biolink:Food
DRUGBANK:DB10892,Pumpkin,UNII:SYW0QUB89Y,NCIT:C72016,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10893,Melopsittacus undulatus feather,UNII:1XY644QKWG,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB10894,Pinus contorta pollen,UNII:FB7IP650ET,NCIT:C85300,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10895,Pinus sylvestris pollen,UNII:59070I8M63,NCIT:C85310,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10896,Pinus rigida pollen,UNII:KV6DYF25M4,NCIT:C85308,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10897,Capsicum,UNII:00UK7646FG,NCIT:C75665,NCBI,biolink:Food
DRUGBANK:DB10898,Oryctolagus cuniculus hair,UNII:09N62XQ70Y,,NCBI,
DRUGBANK:DB10899,Sequoia sempervirens pollen,UNII:NBV527E8B4,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10900,Rumex obtusifolius pollen,UNII:R6H8O3GVL9,NCIT:C85355,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10901,Rumex altissimus pollen,UNII:BML0J15H8W,NCIT:C85353,PLANTS|GRIN|MPNS,
DRUGBANK:DB10902,Rumex salicifolius var. mexicanus pollen,UNII:BHS470V9ON,NCIT:C85356,PLANTS|GRIN|MPNS,
DRUGBANK:DB10903,Sitotroga cerealella,UNII:9T28I7BPNO,,NCBI,
DRUGBANK:DB10904,English sole,UNII:00CR8124AS,,NCBI,
DRUGBANK:DB10905,Safflower,UNII:4VBL71TY4Y,,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB10906,Sugarcane,UNII:81H2R5AOH3,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10907,Sunflower seed,UNII:R9N3379M4Z,NCIT:C71938,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10908,Platanus hybrida pollen,UNII:77X11O684J,NCIT:C85316,NCBI,
DRUGBANK:DB10909,Artemisia californica pollen,UNII:1EDY616508,NCIT:C85115,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10910,Helianthus annuus pollen,UNII:28D6K7E9IP,NCIT:C85206,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10911,Carpinus caroliniana pollen,UNII:9UC4BM3IZ0,NCIT:C85142,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10912,Picea pungens pollen,UNII:R9JBC6687X,NCIT:C85299,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10914,Larix occidentalis pollen,UNII:1L67OBT731,NCIT:C85277,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10915,Trichophyton rubrum,UNII:2ZAU32517N,,NCBI,
DRUGBANK:DB10917,Cedar oil,UNII:PAD4FN7P2G,NCIT:C72190,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10919,Black walnut,UNII:02WM57RXZJ,NCIT:C72054,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB10921,Artemisia dracunculus pollen,UNII:UU78E56M7L,NCIT:C85116,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10922,Pinus banksiana pollen,UNII:YM2P5UN502,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10923,Pinus resinosa pollen,UNII:Q7Y557L8UZ,NCIT:C85307,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10924,Pinus nigra pollen,UNII:17Q05812N1,NCIT:C85304,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10925,Pinus thunbergii pollen,UNII:6607IKD2XX,NCIT:C85312,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10926,Carya tomentosa pollen,UNII:G2A764T54B,NCIT:C85143,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10927,Iva annua pollen,UNII:Y2U5S5PF22,NCIT:C85260,PLANTS|GRIN,
DRUGBANK:DB10928,Bassia scoparia pollen,UNII:07A108ZKW5,NCIT:C85274,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10929,Cyclachaena xanthifolia pollen,UNII:V80TPZ0T6J,NCIT:C85262,PLANTS,
DRUGBANK:DB10930,Amaranthus retroflexus whole,UNII:55W4M8149I,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10933,Cochliobolus lunatus,UNII:4T82EA86AJ,,NCBI,
DRUGBANK:DB10934,Haematonectria haematococca,UNII:7TLR512M4A,,NCBI,
DRUGBANK:DB10935,Chrysonilia sitophila,UNII:296FK85FY6,,NCBI,
DRUGBANK:DB10937,Puccinia striiformis var. striiformis,UNII:9NLW29GJAX,NCIT:C87515,NCBI,
DRUGBANK:DB10939,Pleospora tarda,UNII:TPL549N9R8,,NCBI,
DRUGBANK:DB10941,Bassia hyssopifolia pollen,UNII:35487N1IC9,NCIT:C85128,NCBI|PLANTS|GRIN,
DRUGBANK:DB10942,Brassica rapa pollen,UNII:85Z8OHV3K7,NCIT:C85138,NCBI|PLANTS,
DRUGBANK:DB10943,Callistemon citrinus pollen,UNII:62OII98F1T,NCIT:C85141,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10945,Dicoria canescens pollen,UNII:E9H4GR1NMP,NCIT:C85159,PLANTS|GRIN,
DRUGBANK:DB10946,Krascheninnikovia lanata pollen,UNII:0GTO5BR99M,NCIT:C85276,NCBI|PLANTS|GRIN,
DRUGBANK:DB10947,Ambrosia ambrosioides pollen,UNII:81214Y871U,NCIT:C85101,PLANTS|GRIN|MPNS,
DRUGBANK:DB10948,Ambrosia chamissonis pollen,UNII:2Z41EEQ491,NCIT:C85104,PLANTS|GRIN|MPNS,
DRUGBANK:DB10949,Koeleria macrantha pollen,UNII:IIC6H3WF6J,NCIT:C85275,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10950,Phoenix dactylifera pollen,UNII:2FV55IRB5B,NCIT:C85298,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10952,Quercus dumosa pollen,UNII:P5W45RU6E4,NCIT:C85336,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10953,Suaeda moquinii pollen,UNII:FZU040QDS7,NCIT:C85371,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10954,Tilia cordata pollen,UNII:OCO1LJR5YN,NCIT:C85378,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10955,Apis mellifera venom,UNII:76013O881M,,NCBI,
DRUGBANK:DB10956,Vespula maculifrons venom protein,UNII:V34908RT03,,NCBI,
DRUGBANK:DB10957,Dolichovespula arenaria venom protein,UNII:7PI26E943G,,NCBI,
DRUGBANK:DB10958,Dolichovespula maculata venom protein,UNII:J8DAZ3T66L,,NCBI,
DRUGBANK:DB10959,Polistes fuscatus venom protein,UNII:AKT0E6058K,,NCBI,
DRUGBANK:DB10961,Hordeum vulgare pollen,UNII:2LN3M29LNI,NCIT:C85211,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10962,Agrostis stolonifera pollen,UNII:255H8VT4RK,NCIT:C85090,NCBI|PLANTS|GRIN,
DRUGBANK:DB10963,Phalaris minor pollen,UNII:VBT3DRA2R9,NCIT:C85296,NCBI|PLANTS|GRIN,
DRUGBANK:DB10964,Lolium perenne subsp. multiflorum pollen,UNII:VJI0WKK736,NCIT:C85390,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB10965,Sorghum bicolor subsp. bicolor pollen,UNII:LD795V73G4,NCIT:C85368,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10966,Sorghum bicolor subsp. drummondii pollen,UNII:B43R30VP73,,NCBI,
DRUGBANK:DB10967,Amphiachyris dracunculoides pollen,UNII:83X1I1RR5F,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10968,Iva angustifolia pollen,UNII:UBW6O1H50I,NCIT:C85259,PLANTS|GRIN,
DRUGBANK:DB10969,Neurospora sitophila,UNII:I9D9Z5GCW5,,NCBI,
DRUGBANK:DB10970,Trichophyton tonsurans,UNII:JY1BE33I3Y,,NCBI,
DRUGBANK:DB10973,Thermomyces lanuginosus,UNII:YI3WT83KTW,,NCBI,
DRUGBANK:DB10974,Trichosporon cutaneum,UNII:5EUI19VT92,,NCBI,
DRUGBANK:DB10975,Tanacetum cinerariifolium flower,UNII:CGF76TP7X6,NCIT:C72413,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10976,Largemouth bass,UNII:XC209ITL3J,,NCBI,
DRUGBANK:DB10977,Cocoa,UNII:D9108TZ9KG,NCIT:C121851,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB10979,Blue crab,UNII:8J18RFO4A8,,NCBI,
DRUGBANK:DB10980,Barley malt,UNII:R3NBG8914U,NCIT:C71879,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10981,Radish,UNII:EM5RP35463,NCIT:C72014,NCBI|MPNS,biolink:Food
DRUGBANK:DB10982,Sage,UNII:065C5D077J,NCIT:C71519,NCBI|PLANTS|GRIN|MPNS,biolink:ComplexMolecularMixture
DRUGBANK:DB10983,Thyme,UNII:CW657OBU4N,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10984,Peppermint,UNII:V95R5KMY2B,NCIT:C66347,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10985,Ulmus rubra pollen,UNII:GHC6OHK0W0,NCIT:C85386,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10986,Pseudotsuga menziesii pollen,UNII:ZEI09763J3,NCIT:C85333,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10987,Carya laciniosa pollen,UNII:5BGG872373,NCIT:C85147,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10988,Maclura pomifera pollen,UNII:18JOK51CZH,NCIT:C85283,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB10991,"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",UNII:QSN5XO8ZSU,NCIT:C77702,NCBI,
DRUGBANK:DB10992,Bordetella pertussis pertactin antigen (formaldehyde inactivated),UNII:I05O535NV6,NCIT:C77700,NCBI,
DRUGBANK:DB10997,Autologous cultured chondrocytes,UNII:D5P3K3V822,NCIT:C87436,NCBI,
DRUGBANK:DB11004,Betula pendula pollen,UNII:ZL5TV40C5Y,NCIT:C85135,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11005,Ulmus parvifolia pollen,UNII:IU0Z41653U,NCIT:C85384,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11006,Parkinsonia florida pollen,UNII:57586C96ZL,NCIT:C85151,NCBI|PLANTS|GRIN,
DRUGBANK:DB11007,Cytisus scoparius flowering top,UNII:XZC6H8R666,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11018,Canis lupus familiaris dander,UNII:11JCK302I4,,NCBI,
DRUGBANK:DB11019,Cavia porcellus dander,UNII:84Q71TU5SU,,NCBI,
DRUGBANK:DB11020,Bos taurus dander,UNII:C8VYS726O8,,NCBI,
DRUGBANK:DB11021,Equus caballus dander,UNII:J81SZ18495,,NCBI,
DRUGBANK:DB11022,Aspergillus nidulans,UNII:242A53RB80,,NCBI,
DRUGBANK:DB11023,Penicillium digitatum,UNII:1SB49SV239,,NCBI,
DRUGBANK:DB11025,Dendryphiella vinosa,UNII:7S6NW5FH8X,,NCBI,
DRUGBANK:DB11026,Solenopsis richteri,UNII:739684T11W,,NCBI,biolink:ComplexMolecularMixture
DRUGBANK:DB11027,Polistes annularis venom protein,UNII:987GS3GJZX,,NCBI,
DRUGBANK:DB11028,Polistes exclamans venom protein,UNII:L0L5D5D9BQ,,NCBI,
DRUGBANK:DB11029,Polistes metricus venom protein,UNII:ZN217W5Y50,,NCBI,
DRUGBANK:DB11030,Vespula germanica venom protein,UNII:8SH7583MUK,,NCBI,
DRUGBANK:DB11031,Vespula pensylvanica venom protein,UNII:Q79PS8P34R,,NCBI,
DRUGBANK:DB11032,Vespula squamosa venom protein,UNII:D7974DM2EJ,,NCBI,
DRUGBANK:DB11033,Vespula vulgaris venom protein,UNII:S125N1F5X5,,NCBI,
DRUGBANK:DB11050,Typhoid Vaccine Live,UNII:0MZI008M96,NCIT:C77766,NCBI,
DRUGBANK:DB11051,Azficel-T,UNII:022461SR75,NCIT:C142945,NCBI,
DRUGBANK:DB11054,Human cord blood hematopoietic progenitor cell,UNII:XU53VK93MC,NCIT:C200602,NCBI,
DRUGBANK:DB11066,Pancrelipase protease,UNII:3560D81V50,NCIT:C84041,NCBI,
DRUGBANK:DB11067,Heme iron polypeptide,UNII:31VDO12CJY,,NCBI,
DRUGBANK:DB11086,Cocoa butter,UNII:512OYT1CRR,NCIT:C83637,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11111,Witch hazel,UNII:101I4J0U34,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11112,Lanolin,UNII:7EV65EAW6H,NCIT:C94238,NCBI,
DRUGBANK:DB11113,Castor oil,UNII:D5340Y2I9G,NCIT:C80990,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11114,Eucalyptus oil,UNII:2R04ONI662,NCIT:C65603,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11120,Turpentine,UNII:XJ6RUH0O4G,NCIT:C84233,NCBI,
DRUGBANK:DB11130,Opium,UNII:37M3MZ001L,NCIT:C29300,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11144,Hydrogenated palm kernel oil,UNII:FM8D1RE2VP,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11172,Sesame oil,UNII:QX10HYY4QV,NCIT:C66537,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB11198,Peppermint oil,UNII:AV092KU4JH,NCIT:C84045,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11199,Sage oil,UNII:U27K0H1H2O,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11209,Iron protein succinylate,UNII:VBJ9L90P4L,,NCBI,
DRUGBANK:DB11218,Tea tree oil,UNII:VIF565UC2G,NCIT:C74295,NCBI|GRIN|MPNS,
DRUGBANK:DB11223,Tolu balsam,UNII:TD2LE91MBE,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11224,Liquidambar styraciflua resin,UNII:P41GWD11CX,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11238,Borage oil,UNII:F8XAG1755S,NCIT:C73975,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11247,Sambucus nigra flowering top,UNII:CT03BSA18U,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11253,Xanthan gum,UNII:TTV12P4NEE,NCIT:C84244,NCBI,biolink:Food
DRUGBANK:DB11265,Curcuma xanthorrhiza oil,UNII:F8VF0V2G7H,NCIT:C107298,NCBI|GRIN|MPNS,
DRUGBANK:DB11276,Pine needle oil (pinus mugo),UNII:6KF1RLN1CI,NCIT:C107348,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11286,Colloidal oatmeal,UNII:8PI54V663Y,NCIT:C29298,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11293,Rice bran oil,UNII:LZO6K1506A,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11294,Coccidioides immitis spherule,UNII:ITY7G7Q744,,NCBI,
DRUGBANK:DB11295,Trichophyton verrucosum,UNII:JA74887EHM,,NCBI,
DRUGBANK:DB11301,Curcuma aromatica root oil,UNII:Q68H9P4S4J,NCIT:C107297,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11302,Hydrogenated soybean oil,UNII:A2M91M918C,NCIT:C83765,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB11321,Cod liver oil,UNII:BBL281NWFG,NCIT:C65348,NCBI,
DRUGBANK:DB11338,Clove oil,UNII:578389D6D0,NCIT:C65346,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11347,Bacillus subtilis,UNII:8CF93KW41W,NCIT:C86167,NCBI,
DRUGBANK:DB11357,Linseed oil,UNII:84XB4DV00W,NCIT:C107324,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11358,Evening primrose oil,UNII:3Q9L08K71N,NCIT:C72199,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11360,Lactobacillus plantarum,UNII:QFC21096ON,,NCBI,
DRUGBANK:DB11361,Betula pendula tar oil,UNII:7JK2RXJ8G7,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB11482,Balsam of Peru,UNII:8P5F881OCY,NCIT:C66361,PLANTS|GRIN,
DRUGBANK:DB11597,Human Rho(D) immune globulin,UNII:48W7181FLP,NCIT:C80832,NCBI,
DRUGBANK:DB11600,Beeswax,UNII:2ZA36H0S2V,NCIT:C84241,NCBI,
DRUGBANK:DB11601,Tuberculin purified protein derivative,UNII:I7L8FKN87J,,NCBI,
DRUGBANK:DB11603,"Rabies immune globulin, human",UNII:95F619ATQ2,NCIT:C80831,NCBI,
DRUGBANK:DB11604,"Tetanus immune globulin, human",UNII:V4SWI4RF4J,,NCBI,
DRUGBANK:DB11605,Myrrh,UNII:JC71GJ1F3L,NCIT:C66216,NCBI|GRIN|MPNS,
DRUGBANK:DB11621,Human varicella-zoster immune globulin,UNII:33T61IWL27,NCIT:C123431,NCBI,
DRUGBANK:DB12386,Bacillus calmette-guerin substrain danish 1331 live antigen,UNII:4CGF0IDN3W,NCIT:C180987,NCBI,
DRUGBANK:DB13147,Pancrelipase lipase,UNII:8MYC33932O,NCIT:C84040,NCBI,
DRUGBANK:DB13193,Vitex agnus-castus fruit extract,UNII:433OSF3U8A,NCIT:C72243,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13194,Hedera helix leaf extract,UNII:ZP9XFG71A7,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13195,Horse chestnut,UNII:3C18L6RJAZ,NCIT:C80286,NCBI|PLANTS|GRIN|MPNS,biolink:Food
DRUGBANK:DB13196,Valerian,UNII:JWF5YAW3QW,NCIT:C38725,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13199,Brinase,UNII:Z3GVO2327F,NCIT:C171785,NCBI,
DRUGBANK:DB13263,Quassia,UNII:S5249Q85HW,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13293,Ipecac,UNII:62I3C8233L,NCIT:C65951,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13299,Sulglicotide,UNII:26473073GC,NCIT:C152465,NCBI,
DRUGBANK:DB13446,Guar gum,UNII:E89I1637KE,NCIT:C80932,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13525,Althea root,UNII:TRW2FUF47H,,NCBI|PLANTS|GRIN|MPNS,
DRUGBANK:DB13761,Tilactase,UNII:37515NWH9U,NCIT:C29147,NCBI,
DRUGBANK:DB13881,Tisagenlecleucel,UNII:Q6C9WHR03O,NCIT:C102758,NCBI,
DRUGBANK:DB13883,Coral snake (micrurus fulvius) immune globulin antivenin (equine),UNII:Y605XBM2GL,NCIT:C87794,NCBI,
DRUGBANK:DB13886,Human cytomegalovirus immune globulin,UNII:129L90A25N,NCIT:C80826,NCBI,
DRUGBANK:DB13891,Crotalus scutulatus antivenin,UNII:7WZ1744G86,,NCBI,
DRUGBANK:DB13892,Crotalus atrox antivenin,UNII:RBR61YAJ4V,,NCBI,
DRUGBANK:DB13893,Crotalus adamanteus antivenin,UNII:A4229A7019,,NCBI,
DRUGBANK:DB13894,Agkistrodon piscivorus antivenin,UNII:IA6O0K772M,,NCBI,
