pipeline	subject	subject_label	predicate	object	object_label	asserted_by	status
disease	DOID:0060958	orofaciodigital syndrome XIV	xref	GARD:13655	Orofaciodigital syndrome type 14	DOID	from_other_source
disease	DOID:0060959	orofaciodigital syndrome II	xref	GARD:3701	Mohr syndrome	DOID	from_other_source
disease	DOID:0060986	preaxial polydactyly II	xref	GARD:5289	Polydactyly of a triphalangeal thumb	DOID	from_other_source
disease	DOID:0060987	preaxial polydactyly I	xref	GARD:4417	Polydactyly of a biphalangeal thumb	DOID	from_other_source
disease	DOID:0061009	craniosynostosis 2	xref	GARD:5538	Craniosynostosis 2	DOID	from_other_source
disease	DOID:0061017	combined pituitary hormone deficiency 4	xref	GARD:10604	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	DOID	from_other_source
disease	DOID:0061030	hemophilia	xref	GARD:418	Essential pentosuria	DOID	from_other_source
disease	DOID:0061100	autosomal dominant primary microcephaly	xref	GARD:3605	Autosomal dominant primary microcephaly	DOID	from_other_source
disease	DOID:0061157	retinopathy sensory neuropathy syndrome	xref	GARD:9898	Posterior column ataxia-retinitis pigmentosa syndrome	DOID	from_other_source
disease	DOID:0061186	long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	xref	GARD:6867	Long chain 3-hydroxyacyl-CoA dehydrogenase deficiency	DOID	from_other_source
disease	DOID:0061225	interleukin-1 receptor antagonist deficiency	xref	GARD:10516	Sterile multifocal osteomyelitis with periostitis and pustulosis	DOID	from_other_source
disease	DOID:0061226	primary ciliary dyskinesia 55	xref	GARD:341	Young syndrome	DOID	from_other_source
disease	DOID:0061263	lethal congenital contracture syndrome 7	xref	GARD:18564	Lethal congenital contracture syndrome 7	DOID	from_other_source
disease	DOID:0070026	Revesz syndrome	xref	GARD:4695	Revesz syndrome	DOID	from_other_source
disease	DOID:0070029	ITM2B-related cerebral amyloid angiopathy 1	xref	GARD:8344	ABri amyloidosis	DOID	from_other_source
disease	DOID:0070055	Xia-Gibbs Syndrome	xref	GARD:13409	AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome	DOID	from_other_source
disease	DOID:0070096	oculocutaneous albinism type II	xref	GARD:4038	Tyrosinase-positive oculocutaneous albinism	DOID	from_other_source
disease	DOID:0070097	oculocutaneous albinism type III	xref	GARD:4039	Oculocutaneous albinism type 3	DOID	from_other_source
disease	DOID:0070111	Niemann-Pick disease type A	xref	GARD:7206	Niemann-Pick disease, type A	DOID	from_other_source
disease	DOID:0070112	Niemann-Pick disease type B	xref	GARD:10729	Niemann-Pick disease, type B	DOID	from_other_source
disease	DOID:0070113	Niemann-Pick disease type C1	xref	GARD:7207	Niemann-Pick disease, type C	DOID	from_other_source
disease	DOID:0070114	Niemann-Pick disease type C2	xref	GARD:3992	Niemann-Pick disease, type C2	DOID	from_other_source
disease	DOID:0070143	autosomal recessive cutis laxa type III	xref	GARD:49	De Barsy syndrome	DOID	from_other_source
disease	DOID:0070144	autosomal recessive cutis laxa type I	xref	GARD:8480	Autosomal recessive cutis laxa type 1	DOID	from_other_source
disease	DOID:0070145	hereditary sensory and autonomic neuropathy type 5	xref	GARD:12328	Congenital sensory neuropathy with selective loss of small myelinated fibers	DOID	from_other_source
disease	DOID:0070146	congenital insensitivity to pain with anhidrosis	xref	GARD:3006	Hereditary insensitivity to pain with anhidrosis	DOID	from_other_source
disease	DOID:0070149	hereditary sensory and autonomic neuropathy type 7	xref	GARD:12732	Hereditary sensory and autonomic neuropathy type 7	DOID	from_other_source
disease	DOID:0070158	hereditary sensory neuropathy type 1E	xref	GARD:11927	Hereditary sensory neuropathy-deafness-dementia syndrome	DOID	from_other_source
disease	DOID:0070161	hereditary sensory and autonomic neuropathy type 2	xref	GARD:3976	Hereditary sensory and autonomic neuropathy type 2	DOID	from_other_source
disease	DOID:0070162	hereditary sensory and autonomic neuropathy type 1	xref	GARD:6635	Hereditary sensory and autonomic neuropathy type 1	DOID	from_other_source
disease	DOID:0070183	spermatogenic failure 5	xref	GARD:12385	Infertility associated with multi-tailed spermatozoa and excessive DNA	DOID	from_other_source
disease	DOID:0070197	distal myopathy 1	xref	GARD:10769	MYH7-related skeletal myopathy	DOID	from_other_source
disease	DOID:0070198	Miyoshi muscular dystrophy	xref	GARD:9676	Miyoshi myopathy	DOID	from_other_source
disease	DOID:0070202	familial partial lipodystrophy type 2	xref	GARD:3126	Familial partial lipodystrophy, Dunnigan type	DOID	from_other_source
disease	DOID:0070204	familial partial lipodystrophy type 3	xref	GARD:12600	PPARG-related familial partial lipodystrophy	DOID	from_other_source
disease	DOID:0070205	familial partial lipodystrophy type 4	xref	GARD:12601	PLIN1-related familial partial lipodystrophy	DOID	from_other_source
disease	DOID:0070207	familial partial lipodystrophy type 1	xref	GARD:12598	Familial partial lipodystrophy, Kobberling type	DOID	from_other_source
disease	DOID:0070213	hereditary lymphedema II	xref	GARD:3324	Lymphedema praecox	DOID	from_other_source
disease	DOID:0070214	familial hyperinsulinemic hypoglycemia 7	xref	GARD:9932	Exercise-induced hyperinsulinism	DOID	from_other_source
disease	DOID:0070216	familial hyperinsulinemic hypoglycemia 3	xref	GARD:2818	Hyperinsulinism due to glucokinase deficiency	DOID	from_other_source
disease	DOID:0070217	familial hyperinsulinemic hypoglycemia 6	xref	GARD:9931	Hyperinsulinism-hyperammonemia syndrome	DOID	from_other_source
disease	DOID:0070222	progressive familial intrahepatic cholestasis 2	xref	GARD:1288	Progressive familial intrahepatic cholestasis type 2	DOID	from_other_source
disease	DOID:0070223	progressive familial intrahepatic cholestasis 3	xref	GARD:1289	Progressive familial intrahepatic cholestasis type 3	DOID	from_other_source
disease	DOID:0070226	progressive familial intrahepatic cholestasis 1	xref	GARD:9802	Progressive familial intrahepatic cholestasis type 1	DOID	from_other_source
disease	DOID:0070227	intrahepatic cholestasis of pregnancy	xref	GARD:9804	Cholestasis of pregnancy	DOID	from_other_source
disease	DOID:0070230	benign recurrent intrahepatic cholestasis	xref	GARD:12185	Benign recurrent intrahepatic cholestasis	DOID	from_other_source
disease	DOID:0070231	benign recurrent intrahepatic cholestasis 1	xref	GARD:10028	Benign recurrent intrahepatic cholestasis type 1	DOID	from_other_source
disease	DOID:0070232	benign recurrent intrahepatic cholestasis 2	xref	GARD:10029	Benign recurrent intrahepatic cholestasis type 2	DOID	from_other_source
disease	DOID:0070241	primary coenzyme Q10 deficiency 4	xref	GARD:10294	Autosomal recessive ataxia due to ubiquinone deficiency	DOID	from_other_source
disease	DOID:0070253	congenital disorder of glycosylation type IIa	xref	GARD:9828	MGAT2-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070254	congenital disorder of glycosylation type IIb	xref	GARD:10767	MOGS-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070255	congenital disorder of glycosylation type IIc	xref	GARD:4634	Leukocyte adhesion deficiency type II	DOID	from_other_source
disease	DOID:0070256	congenital disorder of glycosylation type IId	xref	GARD:9841	B4GALT1-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070257	congenital disorder of glycosylation type IIe	xref	GARD:9842	COG7 congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070258	congenital disorder of glycosylation type IIf	xref	GARD:12409	SLC35A1-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070259	congenital disorder of glycosylation type IIg	xref	GARD:10226	COG1 congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070260	congenital disorder of glycosylation type IIh	xref	GARD:12411	COG8-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070261	congenital disorder of glycosylation type IIi	xref	GARD:12348	COG5-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070262	congenital disorder of glycosylation type IIj	xref	GARD:12412	COG4-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070263	congenital disorder of glycosylation type IIk	xref	GARD:12413	TMEM165-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070264	congenital disorder of glycosylation type IIl	xref	GARD:10944	COG6-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070265	congenital disorder of glycosylation type IIm	xref	GARD:12403	SLC35A2-congenital disorder of glycosylation	DOID	from_other_source
disease	DOID:0070296	autosomal recessive primary microcephaly	xref	GARD:12117	Autosomal recessive primary microcephaly	DOID	from_other_source
disease	DOID:0070299	multiple epiphyseal dysplasia 5	xref	GARD:9794	Multiple epiphyseal dysplasia type 5	DOID	from_other_source
disease	DOID:0070300	multiple epiphyseal dysplasia 4	xref	GARD:9793	Multiple epiphyseal dysplasia type 4	DOID	from_other_source
disease	DOID:0070303	multiple epiphyseal dysplasia 1	xref	GARD:2180	Multiple epiphyseal dysplasia type 1	DOID	from_other_source
disease	DOID:0070315	hypoplastic right heart syndrome	xref	GARD:2922	Hypoplastic right heart syndrome	DOID	from_other_source
disease	DOID:0070322	childhood hepatocellular carcinoma	xref	GARD:9331	Pediatric hepatocellular carcinoma	DOID	from_other_source
disease	DOID:0070329	mitochondrial DNA depletion syndrome	xref	GARD:13643	Mitochondrial DNA depletion syndrome	DOID	from_other_source
disease	DOID:0070330	multiple mitochondrial dysfunctions syndrome	xref	GARD:12632	Fatal multiple mitochondrial dysfunctions syndrome	DOID	from_other_source
disease	DOID:0070332	multiple mitochondrial dysfunctions syndrome 6	xref	GARD:18004	Multiple mitochondrial dysfunctions syndrome 6	DOID	from_other_source
disease	DOID:0070419	acrocardiofacial syndrome	xref	GARD:1167	Acrocardiofacial syndrome	DOID	from_other_source
disease	DOID:0070439	North Carolina macular dystrophy	xref	GARD:9179	North Carolina macular dystrophy	DOID	from_other_source
disease	DOID:0070452	xanthinuria type I	xref	GARD:5621	Hereditary xanthinuria type 1	DOID	from_other_source
disease	DOID:0070453	xanthinuria type II	xref	GARD:5620	Xanthinuria type II	DOID	from_other_source
disease	DOID:0070474	childhood-onset neurodegeneration with brain atrophy	xref	GARD:13658	Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder	DOID	from_other_source
disease	DOID:0070475	SMARCB1-deficient renal medullary carcinoma	xref	GARD:13175	Kidney medullary carcinoma	DOID	from_other_source
disease	DOID:0070484	Legius syndrome	xref	GARD:10714	Legius syndrome	DOID	from_other_source
disease	DOID:0070489	classic dopamine transporter deficiency syndrome	xref	GARD:10484	Parkinsonism-dystonia, infantile	DOID	from_other_source
disease	DOID:0070490	infantile parkinsonism-dystonia 2	xref	GARD:13594	Brain dopamine-serotonin vesicular transport disease	DOID	from_other_source
disease	DOID:0070509	Schinzel Giedion syndrome	xref	GARD:117	Schinzel-Giedion syndrome	DOID	from_other_source
disease	DOID:0070511	polyhydramnios, megalencephaly, and symptomatic epilepsy	xref	GARD:12913	Polyhydramnios, megalencephaly, and symptomatic epilepsy	DOID	from_other_source
disease	DOID:0070515	chromosome 16p11.2 deletion syndrome, 593-kb	xref	GARD:10740	Proximal 16p11.2 microdeletion syndrome	DOID	from_other_source
disease	DOID:0070518	familial multiple lipomatosis	xref	GARD:12925	Familial multiple lipomatosis	DOID	from_other_source
disease	DOID:0070521	peeling skin syndrome 2	xref	GARD:12863	Acral peeling skin syndrome	DOID	from_other_source
disease	DOID:0070537	spastic tetraplegia, thin corpus callosum, and progressive microcephaly	xref	GARD:13425	Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome	DOID	from_other_source
disease	DOID:0070538	syndromic X-linked intellectual developmental disorder bain type	xref	GARD:13442	Intellectual disability, X-linked, syndromic, Bain type	DOID	from_other_source
disease	DOID:0070540	mitochondrial short-chain enoyl-CoA hydratase 1 deficiency	xref	GARD:13019	Mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency	DOID	from_other_source
disease	DOID:0070541	3-hydroxy-3-methylglutaryl-CoA lyase deficiency	xref	GARD:8387	Deficiency of hydroxymethylglutaryl-CoA lyase	DOID	from_other_source
disease	DOID:0070544	congenital glutamine deficiency	xref	GARD:9848	Congenital brain dysgenesis due to glutamine synthetase deficiency	DOID	from_other_source
disease	DOID:0070550	KRT1-related nonepidermolytic palmoplantar keratoderma	xref	GARD:5186	Diffuse nonepidermolytic palmoplantar keratoderma	DOID	from_other_source
disease	DOID:0070553	focal palmoplantar and gingival keratosis	xref	GARD:3098	Focal palmoplantar and gingival keratoderma	DOID	from_other_source
disease	DOID:0070561	glucose transporter type 1 deficiency syndrome 1	xref	GARD:9265	Encephalopathy due to GLUT1 deficiency	DOID	from_other_source
disease	DOID:0070562	Fanconi-Bickel syndrome	xref	GARD:2268	Fanconi-Bickel syndrome	DOID	from_other_source
disease	DOID:0070563	glucose-galactose malabsorption	xref	GARD:6521	Congenital glucose-galactose malabsorption	DOID	from_other_source
disease	DOID:0070613	familial renal glucosuria	xref	GARD:7548	Familial renal glucosuria	DOID	from_other_source
disease	DOID:0070615	autoinflammation, antibody deficiency, and immune dysregulation syndrome	xref	GARD:17486	Autoinflammation-PLCG2-associated antibody deficiency-immune dysregulation	DOID	from_other_source
disease	DOID:0070621	ring chromosome 14 syndrome	xref	GARD:6072	Ring chromosome 14	DOID	from_other_source
disease	DOID:0070622	ring chromosome 20 syndrome	xref	GARD:1334	Ring chromosome 20 syndrome	DOID	from_other_source
disease	DOID:0070650	Ramon syndrome	xref	GARD:7523	Ramon syndrome	DOID	from_other_source
disease	DOID:0070654	desmosterolosis	xref	GARD:10283	Desmosterolosis	DOID	from_other_source
disease	DOID:0070678	congenital hypomyelinating neuropathy	xref	GARD:25794	Congenital hypomyelinating neuropathy	DOID	from_other_source
disease	DOID:0070681	congenital hydrocephalus	xref	GARD:6682	Congenital hydrocephalus	DOID	from_other_source
disease	DOID:0070686	X-linked congenital hydrocephalus	xref	GARD:434	X-linked hydrocephalus syndrome	DOID	from_other_source
disease	DOID:0070688	autosomal recessive congenital indifference to pain	xref	GARD:12267	Channelopathy-associated congenital insensitivity to pain, autosomal recessive	DOID	from_other_source
disease	DOID:0070689	hereditary sensory and autonomic neuropathy type 2D	xref	GARD:26489	Neuropathy, hereditary sensory and autonomic, type IId	DOID	from_other_source
disease	DOID:0070704	dentin dysplasia type IA	xref	GARD:17433	Atypical dentin dysplasia due to SMOC2 deficiency	DOID	from_other_source
disease	DOID:0070707	dentin dysplasia type II	xref	GARD:1806	Dentin dysplasia type II	DOID	from_other_source
disease	DOID:0070708	dentin dysplasia with sclerotic bones	xref	GARD:1808	Dentin dysplasia-sclerotic bones syndrome	DOID	from_other_source
disease	DOID:0070733	multiple mitochondrial dysfunctions syndrome 7	xref	GARD:26818	Multiple mitochondrial dysfunctions syndrome 7	DOID	from_other_source
disease	DOID:0070734	episodic mitochondrial myopathy with optic atrophy and reversible leukoencephalopathy	xref	GARD:25221	Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy	DOID	from_other_source
disease	DOID:0070735	auditory neuropathy and optic atrophy	xref	GARD:17983	Auditory neuropathy-optic atrophy syndrome	DOID	from_other_source
disease	DOID:0070736	multiple mitochondrial dysfunctions syndrome 9B	xref	GARD:27208	Multiple mitochondrial dysfunctions syndrome 9b	DOID	from_other_source
disease	DOID:0070737	multiple mitochondrial dysfunctions syndrome 10	xref	GARD:27319	Multiple mitochondrial dysfunctions syndrome 10	DOID	from_other_source
disease	DOID:0070738	Al Kaissi syndrome	xref	GARD:25894	Al Kaissi syndrome	DOID	from_other_source
disease	DOID:0070742	combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	xref	GARD:26001	Combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia	DOID	from_other_source
disease	DOID:0070744	early childhood-onset progressive leukodystrophy	xref	GARD:17936	Alkaline ceramidase 3 deficiency	DOID	from_other_source
disease	DOID:0070746	HELIX syndrome	xref	GARD:17967	HELIX syndrome	DOID	from_other_source
disease	DOID:0070748	joint laxity, short stature, and myopia	xref	GARD:17963	Joint laxity, short stature, and myopia	DOID	from_other_source
disease	DOID:0070757	Pilarowski-Bjornsson syndrome	xref	GARD:17970	Pilarowski-Bjornsson syndrome	DOID	from_other_source
disease	DOID:0080016	spina bifida	xref	GARD:7673	Isolated spina bifida	DOID	from_other_source
disease	DOID:0080021	Schmid metaphyseal chondrodysplasia	xref	GARD:7029	Metaphyseal chondrodysplasia, Schmid type	DOID	from_other_source
disease	DOID:0080028	spondyloepimetaphyseal dysplasia, Strudwick type	xref	GARD:134	Spondyloepimetaphyseal dysplasia, Strudwick type	DOID	from_other_source
disease	DOID:0080030	spondyloepimetaphyseal dysplasia, Missouri type	xref	GARD:10618	Spondyloepimetaphyseal dysplasia, Missouri type	DOID	from_other_source
disease	DOID:0080031	fibrous dysplasia	xref	GARD:6444	Fibrous dysplasia	DOID	from_other_source
disease	DOID:0080032	craniodiaphyseal dysplasia	xref	GARD:1567	Craniodiaphyseal dysplasia	DOID	from_other_source
disease	DOID:0080037	Worth syndrome	xref	GARD:390	Worth disease	DOID	from_other_source
disease	DOID:0080038	pycnodysostosis	xref	GARD:4611	Pyknodysostosis	DOID	from_other_source
disease	DOID:0080039	axial osteomalacia	xref	GARD:8431	Axial osteomalacia	DOID	from_other_source
disease	DOID:0080041	hypochondroplasia	xref	GARD:6724	Hypochondroplasia	DOID	from_other_source
disease	DOID:0080043	achondrogenesis	xref	GARD:2882	Achondrogenesis	DOID	from_other_source
disease	DOID:0080045	Kniest dysplasia	xref	GARD:6841	Kniest dysplasia	DOID	from_other_source
disease	DOID:0080046	Stickler syndrome	xref	GARD:10782	Stickler syndrome	DOID	from_other_source
disease	DOID:0080047	pseudoachondroplasia	xref	GARD:4540	Pseudoachondroplastic spondyloepiphyseal dysplasia syndrome	DOID	from_other_source
disease	DOID:0080049	acromesomelic dysplasia	xref	GARD:6	Acromesomelic dysplasia	DOID	from_other_source
disease	DOID:0080050	acromesomelic dysplasia, Maroteaux type	xref	GARD:507	Acromesomelic dysplasia 1, Maroteaux type	DOID	from_other_source
disease	DOID:0080051	acromesomelic dysplasia, Hunter-Thompson type	xref	GARD:506	Acromesomelic dysplasia 2C, Hunter-Thompson type	DOID	from_other_source
disease	DOID:0080052	acromesomelic dysplasia, Grebe type	xref	GARD:1300	Grebe syndrome	DOID	from_other_source
disease	DOID:0080053	pseudohypoparathyroidism type 1A	xref	GARD:7486	Pseudohypoparathyroidism type I A	DOID	from_other_source
disease	DOID:0080054	achondrogenesis type IA	xref	GARD:459	Achondrogenesis, type IA	DOID	from_other_source
disease	DOID:0080055	achondrogenesis type IB	xref	GARD:460	Achondrogenesis, type IB	DOID	from_other_source
disease	DOID:0080056	achondrogenesis type II	xref	GARD:8713	Achondrogenesis type II	DOID	from_other_source
disease	DOID:0080059	autosomal recessive spinocerebellar ataxia 7	xref	GARD:12232	Autosomal recessive spinocerebellar ataxia 7	DOID	from_other_source
disease	DOID:0080070	mucolipidosis II alpha/beta	xref	GARD:6749	Mucolipidosis type II	DOID	from_other_source
disease	DOID:0080072	intestinal pseudo-obstruction	xref	GARD:12744	Chronic intestinal pseudoobstruction	DOID	from_other_source
disease	DOID:0080072	intestinal pseudo-obstruction	xref	GARD:6789	Intestinal pseudo-obstruction	DOID	from_other_source
disease	DOID:0080089	tubular aggregate myopathy 1	xref	GARD:3884	Myopathy with tubular aggregates	DOID	from_other_source
disease	DOID:0080090	reducing body myopathy 1A	xref	GARD:12162	Reducing body myopathy	DOID	from_other_source
disease	DOID:0080103	cylindrical spirals myopathy	xref	GARD:11906	Cylindrical spirals myopathy	DOID	from_other_source
disease	DOID:0080109	infantile myofibromatosis	xref	GARD:2998	Infantile myofibromatosis	DOID	from_other_source
disease	DOID:0080119	mitochondrial DNA depletion syndrome 1	xref	GARD:9920	Mitochondrial neurogastrointestinal encephalomyopathy	DOID	from_other_source
disease	DOID:0080121	mitochondrial DNA depletion syndrome 3	xref	GARD:13644	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)	DOID	from_other_source
disease	DOID:0080122	Alpers-Huttenlocher syndrome	xref	GARD:5783	Progressive sclerosing poliodystrophy	DOID	from_other_source
disease	DOID:0080125	mitochondrial DNA depletion syndrome 6	xref	GARD:3972	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)	DOID	from_other_source
disease	DOID:0080126	mitochondrial DNA depletion syndrome 7	xref	GARD:4062	Infantile onset spinocerebellar ataxia	DOID	from_other_source
disease	DOID:0080127	mitochondrial DNA depletion syndrome 8a	xref	GARD:13200	Mitochondrial DNA depletion syndrome 8a	DOID	from_other_source
disease	DOID:0080131	mitochondrial DNA depletion syndrome 13	xref	GARD:13298	Mitochondrial DNA depletion syndrome 13	DOID	from_other_source
disease	DOID:0080132	Sengers syndrome	xref	GARD:1142	Sengers syndrome	DOID	from_other_source
disease	DOID:0080133	multiple mitochondrial dysfunctions syndrome 1	xref	GARD:17661	Multiple mitochondrial dysfunctions syndrome 1	DOID	from_other_source
disease	DOID:0080134	multiple mitochondrial dysfunctions syndrome 2	xref	GARD:17662	Multiple mitochondrial dysfunctions syndrome 2	DOID	from_other_source
disease	DOID:0080135	multiple mitochondrial dysfunctions syndrome 3	xref	GARD:17555	Multiple mitochondrial dysfunctions syndrome 3	DOID	from_other_source
disease	DOID:0080136	multiple mitochondrial dysfunctions syndrome 4	xref	GARD:17809	Multiple mitochondrial dysfunctions syndrome 4	DOID	from_other_source
disease	DOID:0080139	multiple congenital anomalies-hypotonia-seizures syndrome 2	xref	GARD:12777	Multiple congenital anomalies-hypotonia-seizures syndrome 2	DOID	from_other_source
disease	DOID:0080143	congenital fibrosis of the extraocular muscles	xref	GARD:12590	Congenital fibrosis of extraocular muscles	DOID	from_other_source
disease	DOID:0080147	lymphoblastic lymphoma	xref	GARD:3329	Lymphoblastic lymphoma	DOID	from_other_source
disease	DOID:0080153	medium chain acyl-CoA dehydrogenase deficiency	xref	GARD:540	Medium-chain acyl-coenzyme A dehydrogenase deficiency	DOID	from_other_source
disease	DOID:0080154	short chain acyl-CoA dehydrogenase deficiency	xref	GARD:4822	Deficiency of butyryl-CoA dehydrogenase	DOID	from_other_source
disease	DOID:0080155	very long chain acyl-CoA dehydrogenase deficiency	xref	GARD:5508	Very long chain acyl-CoA dehydrogenase deficiency	DOID	from_other_source
disease	DOID:0080156	X-linked adrenal hypoplasia congenita	xref	GARD:555	Congenital adrenal hypoplasia, X-linked	DOID	from_other_source
disease	DOID:0080160	Cytomegalovirus retinitis	xref	GARD:9531	Cytomegalovirus retinitis	DOID	from_other_source
disease	DOID:0080162	lupus nephritis	xref	GARD:10747	Lupus nephritis	DOID	from_other_source
disease	DOID:0080163	autosomal recessive autoinflammation, panniculitis, and dermatosis syndrome	xref	GARD:13198	Autoinflammation, panniculitis, and dermatosis syndrome, autosomal recessive	DOID	from_other_source
disease	DOID:0080169	tricuspid atresia	xref	GARD:5274	Tricuspid atresia	DOID	from_other_source
disease	DOID:0080170	normophosphatemic familial tumoral calcinosis	xref	GARD:10878	Normophosphatemic familial tumoral calcinosis	DOID	from_other_source
disease	DOID:0080177	hepatic veno-occlusive disease	xref	GARD:13004	Hepatic veno-occlusive disease	DOID	from_other_source
disease	DOID:0080188	chronic myelomonocytic leukemia	xref	GARD:8225	Chronic myelomonocytic leukemia	DOID	from_other_source
disease	DOID:0080194	Carey-Fineman-Ziter syndrome	xref	GARD:3889	Congenital nonprogressive myopathy with Moebius and Robin sequences	DOID	from_other_source
disease	DOID:0080195	Marinesco-Sjogren syndrome	xref	GARD:8341	Marinesco-Sjögren syndrome	DOID	from_other_source
disease	DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	xref	GARD:10056	Mandibulofacial dysostosis-microcephaly syndrome	DOID	from_other_source
disease	DOID:0080198	infantile histiocytoid cardiomyopathy	xref	GARD:9511	Histiocytoid cardiomyopathy	DOID	from_other_source
disease	DOID:0080201	Peters plus syndrome	xref	GARD:8422	Peters plus syndrome	DOID	from_other_source
disease	DOID:0080202	adenoid cystic carcinoma	xref	GARD:5743	Adenoid cystic carcinoma	DOID	from_other_source
disease	DOID:0080205	congenital anomalies of the kidney and urinary tract	xref	GARD:18748	Multicystic kidney dysplasia	DOID	from_other_source
disease	DOID:0080213	punctate palmoplantar keratoderma type II	xref	GARD:4439	Punctate palmoplantar keratoderma type 2	DOID	from_other_source
disease	DOID:0080216	duodenal atresia	xref	GARD:54	Duodenal atresia	DOID	from_other_source
disease	DOID:0080217	lysosomal acid lipase deficiency	xref	GARD:12097	Lysosomal acid lipase deficiency	DOID	from_other_source
disease	DOID:0080218	primary spontaneous pneumothorax	xref	GARD:4997	Familial spontaneous pneumothorax	DOID	from_other_source
disease	DOID:0080222	pseudohypoparathyroidism type 1B	xref	GARD:10680	Pseudohypoparathyroidism type 1B	DOID	from_other_source
disease	DOID:0080223	epidermolytic palmoplantar keratoderma	xref	GARD:2826	Epidermolytic palmoplantar keratoderma, 1	DOID	from_other_source
disease	DOID:0080224	autosomal dominant dystrophic epidermolysis bullosa	xref	GARD:2139	Generalized dominant dystrophic epidermolysis bullosa	DOID	from_other_source
disease	DOID:0080274	multiple mitochondrial dysfunctions syndrome 5	xref	GARD:22305	Multiple mitochondrial dysfunctions syndrome 5	DOID	from_other_source
disease	DOID:0080301	atypical hemolytic-uremic syndrome	xref	GARD:8702	Atypical hemolytic-uremic syndrome	DOID	from_other_source
disease	DOID:0080307	myofibrillar myopathy	xref	GARD:10529	Myofibrillar myopathy	DOID	from_other_source
disease	DOID:0080315	megalencephalic leukoencephalopathy with subcortical cysts	xref	GARD:3445	Megalencephalic leukoencephalopathy with subcortical cysts	DOID	from_other_source
disease	DOID:0080328	Culler-Jones syndrome	xref	GARD:13349	Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome	DOID	from_other_source
disease	DOID:0080351	CLOVES syndrome	xref	GARD:10939	CLOVES syndrome	DOID	from_other_source
disease	DOID:0080354	Phelan-McDermid syndrome	xref	GARD:10130	Phelan-McDermid syndrome	DOID	from_other_source
disease	DOID:0080356	IgG4-related disease	xref	GARD:12521	Immunoglobulin G4-related sclerosing disease	DOID	from_other_source
disease	DOID:0080361	trimethylaminuria	xref	GARD:6447	Severe primary trimethylaminuria	DOID	from_other_source
disease	DOID:0080390	nephrotic syndrome type 1	xref	GARD:1500	Finnish congenital nephrotic syndrome	DOID	from_other_source
disease	DOID:0080413	developmental and epileptic encephalopathy 18	xref	GARD:13676	Developmental and epileptic encephalopathy, 18	DOID	from_other_source
disease	DOID:0080419	developmental and epileptic encephalopathy 50	xref	GARD:13621	Developmental and epileptic encephalopathy, 50	DOID	from_other_source
disease	DOID:0080422	Dravet syndrome	xref	GARD:10430	Severe myoclonic epilepsy in infancy	DOID	from_other_source
disease	DOID:0080453	developmental and epileptic encephalopathy 25	xref	GARD:12901	Developmental and epileptic encephalopathy, 25	DOID	from_other_source
disease	DOID:0080461	developmental and epileptic encephalopathy 26	xref	GARD:12391	Developmental and epileptic encephalopathy, 26	DOID	from_other_source
disease	DOID:0080470	developmental and epileptic encephalopathy 36	xref	GARD:12401	Developmental and epileptic encephalopathy, 36	DOID	from_other_source
disease	DOID:0080489	GM1 gangliosidosis type 3	xref	GARD:2431	GM1 gangliosidosis type 3	DOID	from_other_source
disease	DOID:0080490	mucolipidosis type IV	xref	GARD:94	Mucolipidosis type IV	DOID	from_other_source
disease	DOID:0080502	GM1 gangliosidosis type 1	xref	GARD:6479	Infantile GM1 gangliosidosis	DOID	from_other_source
disease	DOID:0080503	multiple congenital anomalies-hypotonia-seizures syndrome	xref	GARD:12781	Multiple congenital anomalies-hypotonia-seizures syndrome 1	DOID	from_other_source
disease	DOID:0080523	adult-onset leukoencephalopathy with axonal spheroids and pigmented glia	xref	GARD:10981	Leukoencephalopathy, diffuse hereditary, with spheroids 1	DOID	from_other_source
disease	DOID:0080533	Carney-Stratakis syndrome	xref	GARD:10643	Carney-Stratakis syndrome	DOID	from_other_source
