pipeline	subject	subject_label	predicate	object	object_label	asserted_by	status
disease	MP:0009919	abnormal transitional stage T1 B cell morphology	xref	CL:0000958		MP	added
disease	MP:0009920	abnormal transitional stage T2 B cell morphology	xref	CL:0000959		MP	added
disease	MP:0009921	abnormal transitional stage T3 B cell morphology	xref	CL:0000960		MP	added
disease	MP:0009922	increased transitional stage T1 B cell number	xref	CL:0000958		MP	added
disease	MP:0009923	decreased transitional stage T1 B cell number	xref	CL:0000958		MP	added
disease	MP:0009924	absent transitional stage T1 B cells	xref	CL:0000958		MP	added
disease	MP:0009925	increased transitional stage T2 B cell number	xref	CL:0000959		MP	added
disease	MP:0009926	decreased transitional stage T2 B cell number	xref	CL:0000959		MP	added
disease	MP:0009927	absent transitional stage T2 B cells	xref	CL:0000959		MP	added
disease	MP:0009929	meningomyelocele	xref	Fyler:4309		MP	added
disease	MP:0009938	abnormal hippocampus granule cell morphology	xref	CL:0001033		MP	added
disease	MP:0009942	abnormal olfactory bulb granule cell morphology	xref	CL:0000626		MP	added
disease	MP:0009942	abnormal olfactory bulb granule cell morphology	xref	NLX:nifext_123		MP	added
disease	MP:0009943	abnormal olfactory bulb periglomerular cell morphology	xref	NLX:nlx_cell_091202		MP	added
disease	MP:0009944	abnormal olfactory lobe morphology	xref	MA:0002413		MP	added
disease	MP:0009945	abnormal accessory olfactory bulb morphology	xref	MA:0000966		MP	added
disease	MP:0009947	abnormal olfactory bulb external plexiform layer morphology	xref	MA:0000969		MP	added
disease	MP:0009947	abnormal olfactory bulb external plexiform layer morphology	xref	NLX:nlx_96		MP	added
disease	MP:0009948	abnormal olfactory bulb glomerular layer morphology	xref	MA:0000970		MP	added
disease	MP:0009949	abnormal olfactory bulb granule cell layer morphology	xref	MA:0000971		MP	added
disease	MP:0009950	abnormal olfactory bulb internal plexiform layer morphology	xref	MA:0000972		MP	added
disease	MP:0009951	abnormal olfactory bulb mitral cell layer morphology	xref	MA:0000973		MP	added
disease	MP:0009952	abnormal olfactory bulb subventricular zone morphology	xref	MA:0000974		MP	added
disease	MP:0009953	abnormal olfactory tubercle morphology	xref	MA:0000976		MP	added
disease	MP:0009955	abnormal olfactory bulb tufted cell morphology	xref	NLX:nifext_121		MP	added
disease	MP:0009956	abnormal cerebellar layer morphology	xref	MA:0000201		MP	added
disease	MP:0009959	abnormal cerebellar hemisphere morphology	xref	MA:0000200		MP	added
disease	MP:0009960	abnormal cerebellum anterior lobe morphology	xref	MA:0000991		MP	added
disease	MP:0009976	abnormal cerebellar peduncle morphology	xref	MA:0002742		MP	added
disease	MP:0009978	abnormal cerebellum white matter morphology	xref	MA:0002430		MP	added
disease	MP:0009979	abnormal cerebellum deep nucleus morphology	xref	MA:0000203		MP	added
disease	MP:0009980	abnormal cerebellum dentate nucleus morphology	xref	MA:0001008		MP	added
disease	MP:0009983	abnormal cerebellum fastigial nucleus morphology	xref	MA:0001009		MP	added
disease	MP:0010009	abnormal piriform cortex morphology	xref	MA:0000978		MP	added
disease	MP:0010010	abnormal islands of Calleja morphology	xref	MA:0000977		MP	added
disease	MP:0010030	abnormal orbit morphology	xref	MA:0002482		MP	added
disease	MP:0010040	abnormal oval cell morphology	xref	CL:1000036		MP	added
disease	MP:0010041	absent oval cells	xref	CL:1000036		MP	added
disease	MP:0010042	abnormal oval cell physiology	xref	CL:1000036		MP	added
disease	MP:0010105	abnormal sublingual ganglion morphology	xref	MA:0002982		MP	added
disease	MP:0010107	abnormal renal reabsorption	xref	GO:0070293		MP	added
disease	MP:0010129	increased DN1 thymic pro-T cell number	xref	CL:0000894		MP	added
disease	MP:0010130	decreased DN1 thymic pro-T cell number	xref	CL:0000894		MP	added
disease	MP:0010131	increased DN2 thymocyte number	xref	CL:0000806		MP	added
disease	MP:0010132	decreased DN2 thymocyte number	xref	CL:0000806		MP	added
disease	MP:0010133	increased DN3 thymocyte number	xref	CL:0000807		MP	added
disease	MP:0010134	decreased DN3 thymocyte number	xref	CL:0000807		MP	added
disease	MP:0010135	increased DN4 thymocyte number	xref	CL:0000808		MP	added
disease	MP:0010136	decreased DN4 thymocyte number	xref	CL:0000808		MP	added
disease	MP:0010146	umbilical hernia	xref	Fyler:4445		MP	added
disease	MP:0010153	abnormal gastroesophageal sphincter morphology	xref	MA:0002951		MP	added
disease	MP:0010154	abnormal gastroesophageal sphincter physiology	xref	MA:0002951		MP	added
disease	MP:0010168	increased CD4-positive, CD25-positive, alpha-beta regulatory T cell number	xref	CL:0000792		MP	added
disease	MP:0010169	decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number	xref	CL:0000792		MP	added
disease	MP:0010183	abnormal CD4-positive helper T cell morphology	xref	FMA:70572		MP	added
disease	MP:0010184	abnormal T follicular helper cell morphology	xref	CL:0002038		MP	added
disease	MP:0010185	abnormal T follicular helper cell number	xref	CL:0002038		MP	added
disease	MP:0010186	increased T follicular helper cell number	xref	CL:0002038		MP	added
disease	MP:0010187	decreased T follicular helper cell number	xref	CL:0002038		MP	added
disease	MP:0010188	abnormal T follicular helper cell differentiation	xref	CL:0002038		MP	added
disease	MP:0010189	abnormal T follicular helper cell physiology	xref	CL:0002038		MP	added
disease	MP:0010195	abnormal lymphatic vessel endothelium morphology	xref	MA:0000750		MP	added
disease	MP:0010196	abnormal lymphatic vessel smooth muscle morphology	xref	MA:0000751		MP	added
disease	MP:0010228	decreased transitional stage T3 B cell number	xref	CL:0000960		MP	added
disease	MP:0010229	increased transitional stage T3 B cell number	xref	CL:0000960		MP	added
disease	MP:0010230	absent transitional stage T3 B cells	xref	CL:0000960		MP	added
disease	MP:0010402	ventricular septal defect	xref	Fyler:1300		MP	added
disease	MP:0010403	atrial septal defect	xref	Fyler:2050		MP	added
disease	MP:0010404	ostium primum atrial septal defect	xref	Fyler:1110		MP	added
disease	MP:0010405	ostium secundum atrial septal defect	xref	Fyler:2000		MP	added
disease	MP:0010406	common atrium	xref	Fyler:1140		MP	added
disease	MP:0010408	sinus venosus atrial septal defect	xref	Fyler:2010		MP	added
disease	MP:0010409	cor triatriatum	xref	Fyler:3031		MP	added
disease	MP:0010411	cor triatriatum dextrum	xref	Fyler:2854		MP	added
disease	MP:0010412	atrioventricular septal defect	xref	Fyler:1100		MP	added
disease	MP:0010413	complete atrioventricular septal defect	xref	Fyler:1120		MP	added
disease	MP:0010415	intermediate atrioventricular septal defect	xref	Fyler:1121		MP	added
disease	MP:0010416	interventricular septum membranous part aneurysm	xref	Fyler:2346		MP	added
disease	MP:0010417	subarterial ventricular septal defect	xref	Fyler:1330		MP	added
disease	MP:0010418	perimembraneous ventricular septal defect	xref	Fyler:1310		MP	added
disease	MP:0010419	inlet ventricular septal defect	xref	Fyler:1340		MP	added
disease	MP:0010420	muscular ventricular septal defect	xref	Fyler:1320		MP	added
disease	MP:0010422	heart right ventricle hypoplasia	xref	Fyler:1821		MP	added
disease	MP:0010423	heart right ventricle aneurysm	xref	Fyler:2333		MP	added
disease	MP:0010427	double outlet left ventricle	xref	Fyler:0650		MP	added
disease	MP:0010427	double outlet left ventricle	xref	Fyler:650		MP	added
disease	MP:0010430	total anomalous pulmonary venous connection, supracardiac	xref	Fyler:0910		MP	added
disease	MP:0010430	total anomalous pulmonary venous connection, supracardiac	xref	Fyler:910		MP	added
disease	MP:0010431	atrial situs inversus	xref	Fyler:0150		MP	added
disease	MP:0010431	atrial situs inversus	xref	Fyler:150		MP	added
disease	MP:0010432	common ventricle	xref	Fyler:0200		MP	added
disease	MP:0010432	common ventricle	xref	Fyler:200		MP	added
disease	MP:0010436	abnormal coronary sinus morphology	xref	Fyler:2840		MP	added
disease	MP:0010437	absent coronary sinus	xref	Fyler:2841		MP	added
disease	MP:0010438	pulmonary vein stenosis	xref	Fyler:3002		MP	added
disease	MP:0010441	total anomalous pulmonary venous connection	xref	Fyler:0900		MP	added
disease	MP:0010441	total anomalous pulmonary venous connection	xref	Fyler:900		MP	added
disease	MP:0010442	partial anomalous pulmonary venous connection	xref	Fyler:2030		MP	added
disease	MP:0010443	total anomalous pulmonary venous connection, intracardiac	xref	Fyler:0920		MP	added
disease	MP:0010443	total anomalous pulmonary venous connection, intracardiac	xref	Fyler:0930		MP	added
disease	MP:0010443	total anomalous pulmonary venous connection, intracardiac	xref	Fyler:920		MP	added
disease	MP:0010443	total anomalous pulmonary venous connection, intracardiac	xref	Fyler:930		MP	added
disease	MP:0010445	total anomalous pulmonary venous connection, mixed	xref	Fyler:0950		MP	added
disease	MP:0010445	total anomalous pulmonary venous connection, mixed	xref	Fyler:950		MP	added
disease	MP:0010446	heart left ventricle hypoplasia	xref	Fyler:1811		MP	added
disease	MP:0010447	heart left ventricle aneurysm	xref	Fyler:2340		MP	added
disease	MP:0010448	heart left ventricle outflow tract stenosis	xref	Fyler:1470		MP	added
disease	MP:0010449	heart right ventricle outflow tract stenosis	xref	Fyler:1639		MP	added
disease	MP:0010455	aortopulmonary window	xref	Fyler:0560		MP	added
disease	MP:0010455	aortopulmonary window	xref	Fyler:560		MP	added
disease	MP:0010456	hemitruncus	xref	Fyler:0550		MP	added
disease	MP:0010456	hemitruncus	xref	Fyler:550		MP	added
disease	MP:0010457	pulmonary artery stenosis	xref	Fyler:1622		MP	added
disease	MP:0010460	pulmonary artery hypoplasia	xref	Fyler:2966		MP	added
disease	MP:0010464	abnormal aortic arch and aortic arch branch attachment	xref	Fyler:2705		MP	added
disease	MP:0010466	vascular ring	xref	Fyler:2760		MP	added
disease	MP:0010468	abnormal thoracic aorta morphology	xref	MA:0002569		MP	added
disease	MP:0010469	ascending aorta hypoplasia	xref	Fyler:2703		MP	added
disease	MP:0010470	dilated ascending aorta	xref	Fyler:2701		MP	added
disease	MP:0010471	supravalvar aortic stenosis	xref	Fyler:1430		MP	added
disease	MP:0010473	descending aorta dilation	xref	Fyler:2754		MP	added
disease	MP:0010474	descending aorta hypoplasia	xref	Fyler:2753		MP	added
disease	MP:0010475	anomalous pulmonary origin of left coronary artery	xref	Fyler:3101		MP	added
disease	MP:0010476	coronary fistula	xref	Fyler:2230		MP	added
disease	MP:0010477	coronary artery aneurysm	xref	Fyler:3129		MP	added
disease	MP:0010480	pulmonary arteriovenous malformation	xref	Fyler:2210		MP	added
disease	MP:0010481	heart left ventricle to aorta tunnel	xref	Fyler:1460		MP	added
disease	MP:0010483	aortic sinus aneurysm	xref	Fyler:2316		MP	added
disease	MP:0010485	aortic arch hypoplasia	xref	Fyler:2704		MP	added
disease	MP:0010520	sinoatrial block	xref	Fyler:7014		MP	added
disease	MP:0010527	bicuspid pulmonary valve	xref	Fyler:1601		MP	added
disease	MP:0010530	cerebral arteriovenous malformation	xref	Fyler:2201		MP	added
disease	MP:0010534	calcified myocardium	xref	Fyler:1889		MP	added
disease	MP:0010574	dilated aorta	xref	Fyler:2708		MP	added
disease	MP:0010575	aortic arch dilation	xref	Fyler:2706		MP	added
disease	MP:0010590	common truncal valve stenosis	xref	Fyler:1440		MP	added
disease	MP:0010593	thick aortic valve cusps	xref	Fyler:1486		MP	added
disease	MP:0010595	abnormal aortic valve cusp morphology	xref	Fyler:1480		MP	added
disease	MP:0010597	absent aortic valve cusps	xref	Fyler:1484		MP	added
disease	MP:0010602	abnormal pulmonary valve cusp morphology	xref	Fyler:1652		MP	added
disease	MP:0010607	common atrioventricular valve	xref	Fyler:1170		MP	added
disease	MP:0010635	aorta pulmonary collateral arteries	xref	Fyler:2770		MP	added
disease	MP:0010637	sinus bradycardia	xref	Fyler:7013		MP	added
disease	MP:0010647	heart left atrium hypoplasia	xref	Fyler:3040		MP	added
disease	MP:0010661	ascending aorta aneurysm	xref	Fyler:2310		MP	added
disease	MP:0010669	abnormal activation-induced B cell apoptosis	xref	GO:0071948		MP	added
disease	MP:0010670	abnormal activation-induced cell death of T cells	xref	GO:0006924		MP	added
disease	MP:0010674	increased activation-induced B cell apoptosis	xref	GO:0071948		MP	added
disease	MP:0010675	decreased activation-induced B cell apoptosis	xref	GO:0071948		MP	added
disease	MP:0010676	increased activation-induced cell death of T cells	xref	GO:0006924		MP	added
disease	MP:0010677	decreased activation-induced cell death of T cells	xref	GO:0006924		MP	added
disease	MP:0010766	abnormal NK cell physiology	xref	CL:0000623		MP	added
disease	MP:0010766	abnormal NK cell physiology	xref	FMA:63147		MP	added
disease	MP:0010766	abnormal NK cell physiology	xref	FMA:83601		MP	added
disease	MP:0010774	abnormal lymph node follicular mantle morphology	xref	MA:0002990		MP	added
disease	MP:0010775	abnormal scaphoid morphology	xref	MA:0002555		MP	added
disease	MP:0010776	abnormal placenta metrial gland morphology	xref	MA:0000386		MP	added
disease	MP:0010792	abnormal stomach mucosa morphology	xref	MA:0002683		MP	added
disease	MP:0010810	increased type II pneumocyte number	xref	CL:0002063		MP	added
disease	MP:0010810	increased type II pneumocyte number	xref	FMA:62501		MP	added
disease	MP:0010811	decreased type II pneumocyte number	xref	CL:0002063		MP	added
disease	MP:0010811	decreased type II pneumocyte number	xref	FMA:62501		MP	added
disease	MP:0010812	absent type II pneumocytes	xref	CL:0002063		MP	added
disease	MP:0010812	absent type II pneumocytes	xref	FMA:62501		MP	added
disease	MP:0010816	decreased type I pneumocyte number	xref	CL:0002062		MP	added
disease	MP:0010816	decreased type I pneumocyte number	xref	FMA:62500		MP	added
disease	MP:0010817	absent type I pneumocytes	xref	CL:0002062		MP	added
disease	MP:0010817	absent type I pneumocytes	xref	FMA:62500		MP	added
disease	MP:0010833	abnormal memory T cell morphology	xref	CL:0000813		MP	added
disease	MP:0010834	abnormal CD4-positive, alpha-beta memory T cell morphology	xref	CL:0000897		MP	added
disease	MP:0010835	increased CD4-positive, alpha-beta memory T cell number	xref	CL:0000897		MP	added
disease	MP:0010836	decreased CD4-positive, alpha-beta memory T cell number	xref	CL:0000897		MP	added
disease	MP:0010837	abnormal CD8-positive, alpha-beta memory T cell morphology	xref	CL:0000909		MP	added
disease	MP:0010838	increased CD8-positive, alpha-beta memory T cell number	xref	CL:0000909		MP	added
disease	MP:0010839	decreased CD8-positive, alpha-beta memory T cell number	xref	CL:0000909		MP	added
disease	MP:0010840	abnormal central memory CD4-positive, alpha-beta T cell morphology	xref	CL:0000904		MP	added
disease	MP:0010841	increased central memory CD4-positive, alpha-beta T cell number	xref	CL:0000904		MP	added
disease	MP:0010842	decreased central memory CD4-positive, alpha-beta T cell number	xref	CL:0000904		MP	added
disease	MP:0010843	abnormal effector memory CD4-positive, alpha-beta T cell morphology	xref	CL:0000905		MP	added
disease	MP:0010844	increased effector memory CD4-positive, alpha-beta T cell number	xref	CL:0000905		MP	added
disease	MP:0010845	decreased effector memory CD4-positive, alpha-beta T cell number	xref	CL:0000905		MP	added
disease	MP:0010846	abnormal central memory CD8-positive, alpha-beta T cell morphology	xref	CL:0000907		MP	added
disease	MP:0010847	increased central memory CD8-positive, alpha-beta T cell number	xref	CL:0000907		MP	added
disease	MP:0010848	decreased central memory CD8-positive, alpha-beta T cell number	xref	CL:0000907		MP	added
disease	MP:0010849	abnormal effector memory CD8-positive, alpha-beta T cell number	xref	CL:0000913		MP	added
disease	MP:0010850	increased effector memory CD8-positive, alpha-beta T cell number	xref	CL:0000913		MP	added
disease	MP:0010851	decreased effector memory CD8-positive, alpha-beta T cell number	xref	CL:0000913		MP	added
disease	MP:0010913	abnormal neuroendocrine cell morphology	xref	CL:0000165		MP	added
disease	MP:0010913	abnormal neuroendocrine cell morphology	xref	FMA:83810		MP	added
disease	MP:0010914	abnormal solitary pulmonary neuroendocrine cell morphology	xref	CL:0002066		MP	added
disease	MP:0010914	abnormal solitary pulmonary neuroendocrine cell morphology	xref	FMA:14118		MP	added
disease	MP:0010915	increased solitary pulmonary neuroendocrine cell number	xref	CL:0002066		MP	added
disease	MP:0010915	increased solitary pulmonary neuroendocrine cell number	xref	FMA:14118		MP	added
disease	MP:0010916	decreased solitary pulmonary neuroendocrine cell number	xref	CL:0002066		MP	added
disease	MP:0010916	decreased solitary pulmonary neuroendocrine cell number	xref	FMA:14118		MP	added
disease	MP:0010917	absent solitary pulmonary neuroendocrine cells	xref	CL:0002066		MP	added
disease	MP:0010917	absent solitary pulmonary neuroendocrine cells	xref	FMA:14118		MP	added
disease	MP:0010947	abnormal single-strand DNA break repair	xref	GO:0000012		MP	added
disease	MP:0010954	abnormal cellular respiration	xref	GO:0045333		MP	added
disease	MP:0010955	abnormal respiratory electron transport chain	xref	GO:0022904		MP	added
disease	MP:0010957	abnormal aerobic respiration	xref	GO:0009060		MP	added
disease	MP:0010958	abnormal tricarboxylic acid cycle	xref	GO:0006099		MP	added
disease	MP:0010959	abnormal oxidative phosphorylation	xref	GO:0006119		MP	added
disease	MP:0010981	abnormal branching involved in ureteric bud morphogenesis	xref	GO:0001658		MP	added
disease	MP:0011004	abnormal epidermal stem cell morphology	xref	CL:1000428		MP	added
disease	MP:0011004	abnormal epidermal stem cell morphology	xref	FMA:70541		MP	added
disease	MP:0011159	abnormal epidermal-dermal junction morphology	xref	FMA:70963		MP	added
disease	MP:0011210	abnormal temporomandibular joint morphology	xref	FMA:54832		MP	added
disease	MP:0011210	abnormal temporomandibular joint morphology	xref	MA:0002899		MP	added
disease	MP:0011211	abnormal common peroneal nerve morphology	xref	FMA:19039		MP	added
disease	MP:0011211	abnormal common peroneal nerve morphology	xref	MA:0001169		MP	added
disease	MP:0011240	abnormal fetal derived definitive erythrocyte morphology	xref	CL:0002357		MP	added
disease	MP:0011241	abnormal fetal derived definitive erythrocyte cell number	xref	CL:0002357		MP	added
disease	MP:0011242	increased fetal derived definitive erythrocyte cell number	xref	CL:0002357		MP	added
disease	MP:0011243	decreased fetal derived definitive erythrocyte cell number	xref	CL:0002357		MP	added
disease	MP:0011244	absent fetal derived definitive erythrocytes	xref	CL:0002357		MP	added
disease	MP:0011245	abnormal fetal derived definitive erythrocyte physiology	xref	CL:0002357		MP	added
disease	MP:0011246	abnormal fetal liver hematopoietic progenitor cell morphology	xref	CL:0002353		MP	added
disease	MP:0011249	abdominal situs inversus	xref	Fyler:3816		MP	added
disease	MP:0011250	abdominal situs ambiguus	xref	Fyler:3817		MP	added
disease	MP:0011251	bronchial situs inversus	xref	Fyler:4237		MP	added
disease	MP:0011252	situs inversus totalis	xref	Fyler:0100		MP	added
disease	MP:0011252	situs inversus totalis	xref	Fyler:100		MP	added
disease	MP:0011253	situs inversus with levocardia	xref	Fyler:0102		MP	added
disease	MP:0011253	situs inversus with levocardia	xref	Fyler:102		MP	added
disease	MP:0011253	situs inversus with levocardia	xref	MPATH:714		MP	added
disease	MP:0011254	superior-inferior ventricles	xref	Fyler:0184		MP	added
disease	MP:0011254	superior-inferior ventricles	xref	Fyler:184		MP	added
disease	MP:0011339	abnormal glomerular mesangium morphology	xref	MA:0002606		MP	added
disease	MP:0011341	abnormal loop of Henle descending limb morphology	xref	MA:0001679		MP	added
disease	MP:0011342	abnormal loop of Henle ascending limb morphology	xref	MA:0001676		MP	added
disease	MP:0011343	abnormal loop of Henle ascending limb thin segment morphology	xref	MA:0001678		MP	added
disease	MP:0011344	abnormal loop of Henle ascending limb thick segment morphology	xref	MA:0001677		MP	added
disease	MP:0011356	renal artery stenosis	xref	Fyler:2634		MP	added
disease	MP:0011416	abnormal testis interstitial tissue morphology	xref	MA:0002713		MP	added
disease	MP:0011510	biventricular, discordant atrioventricular connection	xref	Fyler:0159		MP	added
disease	MP:0011510	biventricular, discordant atrioventricular connection	xref	Fyler:159		MP	added
disease	MP:0011511	biventricular, ambiguous atrioventricular connection	xref	Fyler:0160		MP	added
disease	MP:0011511	biventricular, ambiguous atrioventricular connection	xref	Fyler:160		MP	added
disease	MP:0011513	abnormal vertebral artery morphology	xref	MA:0002077		MP	added
disease	MP:0011528	abnormal placental labyrinth villi branching morphogenesis	xref	GO:0060670		MP	added
disease	MP:0011571	enlarged inferior vena cava valve	xref	Fyler:2852		MP	added
disease	MP:0011572	abnormal aorta bulb morphology	xref	FMA:3740		MP	added
disease	MP:0011655	abnormal systemic artery morphology	xref	Fyler:2600		MP	added
disease	MP:0011656	coronary arterio-venous fistula	xref	Fyler:2240		MP	added
disease	MP:0011659	interrupted aortic arch, type b	xref	Fyler:1252		MP	added
disease	MP:0011660	ectopia cordis	xref	Fyler:0170		MP	added
disease	MP:0011660	ectopia cordis	xref	Fyler:170		MP	added
disease	MP:0011661	persistent truncus arteriosus type i	xref	Fyler:0510		MP	added
disease	MP:0011661	persistent truncus arteriosus type i	xref	Fyler:510		MP	added
disease	MP:0011662	persistent truncus arteriosus type ii	xref	Fyler:0520		MP	added
disease	MP:0011662	persistent truncus arteriosus type ii	xref	Fyler:520		MP	added
disease	MP:0011663	persistent truncus arteriosus type iii	xref	Fyler:0530		MP	added
disease	MP:0011663	persistent truncus arteriosus type iii	xref	Fyler:530		MP	added
disease	MP:0011664	persistent truncus arteriosus type iv	xref	Fyler:0540		MP	added
disease	MP:0011664	persistent truncus arteriosus type iv	xref	Fyler:540		MP	added
disease	MP:0011665	d-loop transposition of the great arteries	xref	Fyler:0700		MP	added
disease	MP:0011665	d-loop transposition of the great arteries	xref	Fyler:700		MP	added
disease	MP:0011666	double outlet right ventricle, ventricular defect committed to aorta	xref	Fyler:0602		MP	added
disease	MP:0011666	double outlet right ventricle, ventricular defect committed to aorta	xref	Fyler:602		MP	added
disease	MP:0011667	double outlet right ventricle with atrioventricular septal defect	xref	Fyler:0606		MP	added
disease	MP:0011667	double outlet right ventricle with atrioventricular septal defect	xref	Fyler:606		MP	added
disease	MP:0011668	double outlet right ventricle, Taussig bing type	xref	Fyler:0610		MP	added
disease	MP:0011668	double outlet right ventricle, Taussig bing type	xref	Fyler:610		MP	added
disease	MP:0011669	double outlet right ventricle, doubly committed ventricular septal defect	xref	Fyler:0604		MP	added
disease	MP:0011669	double outlet right ventricle, doubly committed ventricular septal defect	xref	Fyler:604		MP	added
disease	MP:0011670	double outlet right ventricle, noncommitted ventricular septal defect	xref	Fyler:0603		MP	added
disease	MP:0011670	double outlet right ventricle, noncommitted ventricular septal defect	xref	Fyler:603		MP	added
disease	MP:0011671	balanced complete atrioventricular canal	xref	Fyler:1124		MP	added
disease	MP:0011672	unbalanced complete atrioventricular canal, left dominant	xref	Fyler:1125		MP	added
disease	MP:0011673	unbalanced complete common atrioventricular canal	xref	Fyler:1132		MP	added
disease	MP:0011674	multiple major aortopulmonary collateral arteries	xref	Fyler:2271		MP	added
disease	MP:0011675	double aortic arch, balanced arches	xref	Fyler:2780		MP	added
disease	MP:0011676	aortic arch obstruction	xref	Fyler:1241		MP	added
disease	MP:0011680	tricuspid valve hypoplasia	xref	Fyler:1720		MP	added
disease	MP:0011684	coronary-cameral fistula to heart right ventricle	xref	Fyler:2233		MP	added
disease	MP:0011702	abnormal fibroblast proliferation	xref	CL:0000057		MP	added
disease	MP:0011702	abnormal fibroblast proliferation	xref	GO:0048144		MP	added
disease	MP:0011706	abnormal fibroblast migration	xref	CL:0000057		MP	added
disease	MP:0011706	abnormal fibroblast migration	xref	GO:0010761		MP	added
disease	MP:0011719	abnormal natural killer cell mediated cytotoxicity	xref	GO:0042267		MP	added
disease	MP:0011739	abnormal Boettcher cell morphology	xref	CL:0002084		MP	added
disease	MP:0011745	isolation of the left subclavian artery	xref	Fyler:2732		MP	added
disease	MP:0011908	abnormal pancreatic endocrine progenitor cell proliferation	xref	CL:0002351		MP	added
disease	MP:0011909	increased pancreatic endocrine progenitor cell proliferation	xref	CL:0002351		MP	added
disease	MP:0011910	decreased pancreatic endocrine progenitor cell proliferation	xref	CL:0002351		MP	added
disease	MP:0011911	abnormal pancreatic endocrine progenitor cell physiology	xref	CL:0002351		MP	added
disease	MP:0012013	abnormal innate avoidance response	xref	NBO:0000635		MP	added
disease	MP:0012051	spasticity	xref	HP:0001257	Spasticity	MP	added
disease	MP:0012051	spasticity	xref	UMLS:C0026838	Muscle Spasticity	MP	added
disease	MP:0012079	abnormal spinal reflex	xref	GO:0050883		MP	added
disease	MP:0014571	decreased circulating peptide YY level	xref	PMID:26125465		MP	added
disease	MP:0030023	abnormal meiotic telomere clustering	xref	GO:0045141		MP	added
disease	MP:0030023	abnormal meiotic telomere clustering	xref	PMID:1754386		MP	added
disease	MP:0030145	abnormal digastric anterior belly morphology	xref	https://en.wikipedia.org/wiki/Digastric_muscle		MP	added
disease	MP:0030146	abnormal digastric posterior belly morphology	xref	https://en.wikipedia.org/wiki/Digastric_muscle		MP	added
disease	MP:0030147	abnormal digastric muscle physiology	xref	https://en.wikipedia.org/wiki/Suprahyoid_muscles		MP	added
disease	MP:0030148	abnormal mylohyoid muscle morphology	xref	https://en.wikipedia.org/wiki/Mylohyoid_muscle		MP	added
disease	MP:0030149	abnormal stylohyoid muscle morphology	xref	https://en.wikipedia.org/wiki/Stylohyoid_muscle		MP	added
disease	MP:0030149	abnormal stylohyoid muscle morphology	xref	https://en.wikipedia.org/wiki/Suprahyoid_muscles		MP	added
disease	MP:0030151	abnormal buccinator muscle morphology	xref	https://en.wikipedia.org/wiki/Buccinator_muscle		MP	added
disease	MP:0030152	abnormal depressor anguli oris muscle morphology	xref	https://en.wikipedia.org/wiki/Depressor_anguli_oris_muscle		MP	added
disease	MP:0030154	abnormal tympanic cavity morphology	xref	http://www.dummies.com/education/science/anatomy/the-anatomy-of-the-middle-ear/		MP	added
disease	MP:0030154	abnormal tympanic cavity morphology	xref	https://radiopaedia.org/articles/middle-ear		MP	added
disease	MP:0030154	abnormal tympanic cavity morphology	xref	https://www.kenhub.com/en/start/c/ear		MP	added
disease	MP:0030156	abnormal tympanic cavity muscle morphology	xref	http://emedicine.medscape.com/article/874456-overview#a6		MP	added
disease	MP:0030156	abnormal tympanic cavity muscle morphology	xref	http://teachmeanatomy.info/head/organs/ear/middle-ear/		MP	added
disease	MP:0030157	abnormal stapedius muscle morphology	xref	http://www.dummies.com/education/science/anatomy/the-anatomy-of-the-middle-ear/		MP	added
disease	MP:0030159	abnormal tensor tympani muscle morphology	xref	http://www.dummies.com/education/science/anatomy/the-anatomy-of-the-middle-ear/		MP	added
disease	MP:0030178	abnormal scalp morphology	xref	HP:0001965	Abnormal scalp morphology	MP	added
disease	MP:0030178	abnormal scalp morphology	xref	http://emedicine.medscape.com/article/834808-overview		MP	added
